id,x,y,vision,metabolism,sugar,alpha
0,1,25,3,0.5937877680754614,15,-0.163
1,0,3,3,0.5937877680754614,15,-0.999
2,25,15,3,0.5937877680754614,15,0.448
3,0,29,3,0.5937877680754614,15,0.631
4,10,18,3,0.5937877680754614,15,-0.145
5,7,16,3,0.5937877680754614,15,0.028
6,14,7,3,0.5937877680754614,15,-0.933
7,11,22,3,0.5937877680754614,15,0.375
8,19,10,3,0.5937877680754614,15,0.116
9,24,6,3,0.5937877680754614,15,-0.523
10,26,23,3,0.5937877680754614,15,0.83
11,1,4,3,0.5937877680754614,15,-0.332
12,11,18,3,0.5937877680754614,15,-0.233
13,17,26,3,0.5937877680754614,15,-0.494
14,20,27,3,0.5937877680754614,15,0.762
15,29,22,3,0.5937877680754614,15,0.691
16,6,15,3,0.5937877680754614,15,0.488
17,24,13,3,0.5937877680754614,15,0.209
18,21,27,3,0.5937877680754614,15,-0.427
19,24,25,3,0.5937877680754614,15,-0.522
20,17,29,3,0.5937877680754614,15,-0.477
21,17,18,3,0.5937877680754614,15,-0.92
22,9,18,3,0.5937877680754614,15,0.559
23,8,23,3,0.5937877680754614,15,0.039
24,7,19,3,0.5937877680754614,15,-0.772
25,26,6,3,0.5937877680754614,15,-0.24
26,8,19,3,0.5937877680754614,15,0.971
27,17,4,3,0.5937877680754614,15,-0.112
28,5,17,3,0.5937877680754614,15,0.254
29,24,2,3,0.5937877680754614,15,-0.851
30,16,26,3,0.5937877680754614,15,0.245
31,15,25,3,0.5937877680754614,15,0.604
32,11,29,3,0.5937877680754614,15,0.518
33,19,8,3,0.5937877680754614,15,0.798
34,19,16,3,0.5937877680754614,15,0.887
35,29,15,3,0.5937877680754614,15,0.829
36,20,25,3,0.5937877680754614,15,0.904
37,26,0,3,0.5937877680754614,15,0.154
38,6,11,3,0.5937877680754614,15,-0.137
39,27,22,3,0.5937877680754614,15,-0.632
40,15,29,3,0.5937877680754614,15,-0.603
41,3,4,3,0.5937877680754614,15,0.461
42,18,11,3,0.5937877680754614,15,0.055
43,3,8,3,0.5937877680754614,15,-0.112
44,20,3,3,0.5937877680754614,15,-0.172
45,11,0,3,0.5937877680754614,15,-0.472
46,4,5,3,0.5937877680754614,15,0.478
47,26,15,3,0.5937877680754614,15,-0.598
48,15,16,3,0.5937877680754614,15,-0.093
49,18,0,3,0.5937877680754614,15,0.39
