step,agent_id,alpha,x,y,sugar,metabolism,age,decision,target_x,target_y,target_alpha,collected,in_house,alive
0,17,-0.006,8,18,14.0,0.973180418445447,1,"1,(8,19)-START",8,19,,0,False,True
0,47,-0.149,11,17,14.0,0.973180418445447,1,"1,(11,17)-START",,,,0,False,True
0,33,0.153,29,12,14.0,0.973180418445447,1,2-STAY,,,,0,False,True
0,45,0.416,22,19,14.0,0.973180418445447,1,"1,(21,20)-START",21,20,,0,False,True
0,40,-0.103,27,19,14.0,0.973180418445447,1,2-STAY,,,,0,False,True
0,49,0.947,10,27,14.0,0.973180418445447,1,"1,(10,24)-START",10,24,,0,False,True
0,28,0.142,20,29,14.0,0.973180418445447,1,2-STAY,,,,0,False,True
0,30,0.306,28,26,14.0,0.973180418445447,1,"1,(25,23)-START",25,23,,0,False,True
0,25,-0.69,20,8,14.0,0.973180418445447,1,"1,(20,7)-START",20,7,,0,False,True
0,11,0.142,28,28,14.0,0.973180418445447,1,"1,(25,26)-START",25,26,,0,False,True
0,46,-0.295,26,7,15.0,0.973180418445447,1,"1,(24,7)-START",24,7,,1,False,True
0,23,0.828,25,18,0,0.973180418445447,0,"4,(25,19)",,,-0.445,0,False,False
0,19,-0.057,4,9,14.0,0.973180418445447,1,"1,(4,5)-START",4,5,,0,False,True
0,9,0.683,9,3,14.0,0.973180418445447,1,"1,(11,3)-START",11,3,,0,False,True
0,10,0.296,7,8,14.0,0.973180418445447,1,"1,(5,5)-START",5,5,,0,False,True
0,34,0.433,25,20,14.0,0.973180418445447,1,"1,(25,19)-START",25,19,,0,False,True
0,0,0.932,5,5,19.0,0.973180418445447,1,"1,(5,5)-START",,,,5,False,True
0,32,0.099,17,16,14.0,0.973180418445447,1,"1,(17,16)-START",,,,0,False,True
0,38,-0.328,21,19,14.0,0.973180418445447,1,"1,(21,19)-START",,,,0,False,True
0,22,-0.367,12,28,14.0,0.973180418445447,1,"1,(10,24)-START",10,24,,0,False,True
0,21,-0.265,1,25,14.0,0.973180418445447,1,"1,(2,24)-START",2,24,,0,False,True
0,48,-0.96,9,19,14.0,0.973180418445447,1,"1,(9,20)-START",9,20,,0,False,True
0,2,-0.564,19,7,14.0,0.973180418445447,1,"1,(19,8)-START",19,8,,0,False,True
0,1,-0.785,26,21,14.0,0.973180418445447,1,"1,(26,21)-START",,,,0,False,True
0,24,-0.06,20,12,29.0,0.973180418445447,1,"4,(20,13)-WIN",,,-0.649,0,False,True
0,36,0.272,9,1,14.0,0.973180418445447,1,2-STAY,,,,0,False,True
0,31,0.389,25,24,18.0,0.973180418445447,1,"1,(25,24)-START",,,,4,False,True
0,18,-0.77,4,24,18.0,0.973180418445447,1,"1,(4,23)-START",4,23,,4,False,True
0,39,0.296,27,2,14.0,0.973180418445447,1,"1,(24,2)-START",24,2,,0,False,True
0,26,-0.067,10,6,14.0,0.973180418445447,1,"1,(10,5)-START",10,5,,0,False,True
0,35,-0.091,1,28,14.0,0.973180418445447,1,"1,(2,24)-START",2,24,,0,False,True
0,43,-0.681,2,15,14.0,0.973180418445447,1,2-STAY,,,,0,False,True
0,16,-0.422,10,3,14.0,0.973180418445447,1,"1,(10,3)-START",,,,0,False,True
0,15,-0.445,24,19,29.0,0.973180418445447,1,"1,(24,20)-START",24,20,,0,False,True
0,37,0.483,1,0,14.0,0.973180418445447,1,"1,(3,3)-START",3,3,,0,False,True
0,6,-0.674,14,21,14.0,0.973180418445447,1,"1,(11,21)-START",11,21,,0,False,True
0,8,-0.322,10,29,14.0,0.973180418445447,1,"1,(10,28)-START",10,28,,0,False,True
0,12,-0.724,8,20,14.0,0.973180418445447,1,"1,(8,19)-START",8,19,,0,False,True
0,4,-0.566,4,14,14.0,0.973180418445447,1,"1,(4,10)-START",4,10,,0,False,True
0,3,0.701,15,17,14.0,0.973180418445447,1,"1,(15,16)-START",15,16,,0,False,True
0,41,-0.122,26,26,15.0,0.973180418445447,1,"1,(26,26)-START",,,,1,False,True
0,7,0.396,5,1,14.0,0.973180418445447,1,"1,(5,4)-START",5,4,,0,False,True
0,20,0.564,20,10,14.0,0.973180418445447,1,"1,(20,11)-START",20,11,,0,False,True
0,29,-0.683,7,4,16.0,0.973180418445447,1,2-STAY,,,,2,False,True
0,14,0.63,11,25,14.0,0.973180418445447,1,"1,(11,25)-START",,,,0,False,True
0,44,0.715,23,2,14.0,0.973180418445447,1,"1,(23,2)-START",,,,0,False,True
0,5,-0.873,2,13,14.0,0.973180418445447,1,2-STAY,,,,0,False,True
0,27,-0.554,28,22,14.0,0.973180418445447,1,"1,(25,22)-START",25,22,,0,False,True
0,42,0.825,29,13,14.0,0.973180418445447,1,"1,(29,13)-START",,,,0,False,True
1,0,0.932,5,5,19.1,0.973180418445447,2,2-STAY,,,,1,False,True
1,27,-0.554,27,22,13.1,0.973180418445447,2,TRAVELING,25,22,,0,False,True
1,25,-0.69,20,7,13.1,0.973180418445447,2,TRAVELING,,,,0,False,True
1,36,0.272,9,1,13.1,0.973180418445447,2,2-STAY,,,,0,False,True
1,5,-0.873,2,13,13.1,0.973180418445447,2,2-STAY,,,,0,False,True
1,22,-0.367,11,28,13.1,0.973180418445447,2,TRAVELING,10,24,,0,False,True
1,41,-0.122,25,26,16.1,0.973180418445447,2,"1,(25,25)-START",25,25,,2,False,True
1,10,0.296,6,8,13.1,0.973180418445447,2,TRAVELING,5,5,,0,False,True
1,45,0.416,22,20,13.1,0.973180418445447,2,TRAVELING,21,20,,0,False,True
1,42,0.825,29,13,0,0.973180418445447,1,"4,(29,12)",,,0.153,0,False,False
1,48,-0.96,9,20,16.1,0.973180418445447,2,TRAVELING,,,,3,False,True
1,44,0.715,22,2,13.1,0.973180418445447,2,"1,(22,2)-START",,,,0,False,True
1,7,0.396,5,2,14.1,0.973180418445447,2,TRAVELING,5,4,,1,False,True
1,11,0.142,27,28,13.1,0.973180418445447,2,TRAVELING,25,26,,0,False,True
1,15,-0.445,24,20,28.1,0.973180418445447,2,TRAVELING,,,,0,False,True
1,14,0.63,10,25,13.1,0.973180418445447,2,"1,(10,27)-START",10,27,,0,False,True
1,39,0.296,26,2,13.1,0.973180418445447,2,TRAVELING,24,2,,0,False,True
1,47,-0.149,11,18,16.1,0.973180418445447,2,"1,(11,18)-START",,,,3,False,True
1,37,0.483,2,0,13.1,0.973180418445447,2,TRAVELING,3,3,,0,False,True
1,16,-0.422,11,3,13.1,0.973180418445447,2,"1,(9,3)-START",9,3,,0,False,True
1,32,0.099,16,16,16.1,0.973180418445447,2,"1,(15,17)-START",15,17,,3,False,True
1,40,-0.103,26,19,13.1,0.973180418445447,2,"1,(24,19)-START",24,19,,0,False,True
1,43,-0.681,2,15,13.1,0.973180418445447,2,2-STAY,,,,0,False,True
1,46,-0.295,25,7,16.1,0.973180418445447,2,TRAVELING,24,7,,2,False,True
1,6,-0.674,13,21,13.1,0.973180418445447,2,TRAVELING,11,21,,0,False,True
1,8,-0.322,10,28,13.1,0.973180418445447,2,TRAVELING,,,,0,False,True
1,49,0.947,10,26,13.1,0.973180418445447,2,TRAVELING,10,24,,0,False,True
1,20,0.564,20,11,13.1,0.973180418445447,2,TRAVELING,,,,0,False,True
1,26,-0.067,10,5,16.1,0.973180418445447,2,TRAVELING,,,,3,False,True
1,24,-0.06,20,12,28.1,0.973180418445447,2,2-STAY,,,,0,False,True
1,38,-0.328,22,19,13.1,0.973180418445447,2,"1,(22,19)-START",,,,0,False,True
1,1,-0.785,25,21,13.1,0.973180418445447,2,"1,(25,20)-START",25,20,,0,False,True
1,3,0.701,15,16,13.1,0.973180418445447,2,TRAVELING,,,,0,False,True
1,12,-0.724,8,19,13.1,0.973180418445447,2,TRAVELING,,,,0,False,True
1,2,-0.564,19,8,13.1,0.973180418445447,2,TRAVELING,,,,0,False,True
1,28,0.142,20,29,13.1,0.973180418445447,2,2-STAY,,,,0,False,True
1,31,0.389,25,23,20.1,0.973180418445447,2,"1,(25,23)-START",,,,3,False,True
1,19,-0.057,4,8,13.1,0.973180418445447,2,TRAVELING,4,5,,0,False,True
1,33,0.153,29,12,27.1,0.973180418445447,2,"4,(29,13)-FAIL",,,,0,False,True
1,9,0.683,10,3,13.1,0.973180418445447,2,TRAVELING,11,3,,0,False,True
1,30,0.306,27,26,13.1,0.973180418445447,2,TRAVELING,25,23,,0,False,True
1,21,-0.265,2,25,13.1,0.973180418445447,2,TRAVELING,2,24,,0,False,True
1,4,-0.566,4,13,13.1,0.973180418445447,2,TRAVELING,4,10,,0,False,True
1,34,0.433,25,19,13.1,0.973180418445447,2,TRAVELING,,,,0,False,True
1,18,-0.77,4,23,20.1,0.973180418445447,2,TRAVELING,,,,3,False,True
1,35,-0.091,2,28,13.1,0.973180418445447,2,TRAVELING,2,24,,0,False,True
1,29,-0.683,7,4,16.1,0.973180418445447,2,2-STAY,,,,1,False,True
1,17,-0.006,9,18,13.1,0.973180418445447,2,TRAVELING,8,19,,0,False,True
2,0,0.932,4,5,22.1,0.973180418445447,3,"1,(4,5)-START",,,,4,False,True
2,40,-0.103,27,19,12.1,0.973180418445447,3,TRAVELING,24,19,,0,False,True
2,45,0.416,21,20,12.1,0.973180418445447,3,TRAVELING,,,,0,False,True
2,36,0.272,9,1,12.1,0.973180418445447,3,2-STAY,,,,0,False,True
2,38,-0.328,22,19,12.1,0.973180418445447,3,"4,(22,20)-FAIL",,,,0,False,True
2,1,-0.785,25,20,12.1,0.973180418445447,3,TRAVELING,,,,0,False,True
