id,x,y,vision,metabolism,sugar,alpha
0,18,13,6,0.6669966022485205,15,-0.936
1,2,6,6,0.6669966022485205,15,-0.535
2,19,0,6,0.6669966022485205,15,0.122
3,22,20,6,0.6669966022485205,15,0.403
4,13,7,6,0.6669966022485205,15,-0.102
5,8,25,6,0.6669966022485205,15,0.739
6,24,25,6,0.6669966022485205,15,-0.681
7,13,10,6,0.6669966022485205,15,-0.444
8,6,24,6,0.6669966022485205,15,-0.327
9,2,12,6,0.6669966022485205,15,-0.807
10,27,11,6,0.6669966022485205,15,0.207
11,25,1,6,0.6669966022485205,15,0.459
12,17,3,6,0.6669966022485205,15,0.946
13,12,2,6,0.6669966022485205,15,0.104
14,26,20,6,0.6669966022485205,15,0.237
15,18,6,6,0.6669966022485205,15,0.409
16,1,21,6,0.6669966022485205,15,-0.544
17,9,2,6,0.6669966022485205,15,0.711
18,27,3,6,0.6669966022485205,15,-0.24
19,14,20,6,0.6669966022485205,15,0.668
20,5,11,6,0.6669966022485205,15,-0.289
21,21,8,6,0.6669966022485205,15,0.404
22,21,20,6,0.6669966022485205,15,-0.857
23,20,5,6,0.6669966022485205,15,0.068
24,7,5,6,0.6669966022485205,15,-0.075
25,8,29,6,0.6669966022485205,15,0.28
26,17,7,6,0.6669966022485205,15,0.369
27,26,24,6,0.6669966022485205,15,0.552
28,7,26,6,0.6669966022485205,15,-0.936
29,10,12,6,0.6669966022485205,15,-0.465
30,6,29,6,0.6669966022485205,15,0.886
31,28,22,6,0.6669966022485205,15,-0.371
32,20,15,6,0.6669966022485205,15,-0.209
33,29,20,6,0.6669966022485205,15,-0.082
34,8,4,6,0.6669966022485205,15,-0.507
35,17,17,6,0.6669966022485205,15,-0.475
36,28,18,6,0.6669966022485205,15,-0.201
37,7,4,6,0.6669966022485205,15,0.019
38,2,24,6,0.6669966022485205,15,-0.906
39,3,4,6,0.6669966022485205,15,0.255
40,25,21,6,0.6669966022485205,15,-0.156
41,12,19,6,0.6669966022485205,15,0.992
42,16,8,6,0.6669966022485205,15,0.942
43,27,0,6,0.6669966022485205,15,0.361
44,3,21,6,0.6669966022485205,15,0.77
45,24,8,6,0.6669966022485205,15,0.537
46,10,3,6,0.6669966022485205,15,-0.413
47,5,14,6,0.6669966022485205,15,-0.994
48,23,28,6,0.6669966022485205,15,0.439
49,16,24,6,0.6669966022485205,15,-0.643
