step,agent_id,alpha,x,y,sugar,metabolism,age,decision,target_x,target_y,target_alpha,collected,in_house,alive
0,22,-0.198,1,9,16.3,0.6669966022485205,1,"1,(1,9)-START",,,,2,False,True
0,45,-0.743,16,4,18.3,0.6669966022485205,1,"1,(12,4)-START",12,4,,4,False,True
0,13,0.323,1,1,16.3,0.6669966022485205,1,"1,(1,1)-START",,,,2,False,True
0,18,0.27,3,19,16.3,0.6669966022485205,1,"1,(3,17)-START",3,17,,2,False,True
0,5,0.396,0,6,16.3,0.6669966022485205,1,"1,(0,6)-START",,,,2,False,True
0,26,0.078,8,17,17.3,0.6669966022485205,1,"1,(6,17)-START",6,17,,3,False,True
0,25,-0.47,13,4,19.3,0.6669966022485205,1,"1,(9,4)-START",9,4,,5,False,True
0,11,0.104,11,2,17.3,0.6669966022485205,1,"1,(7,2)-START",7,2,,3,False,True
0,9,0.614,19,9,15.3,0.6669966022485205,1,"1,(18,8)-START",18,8,,1,False,True
0,27,-0.276,17,12,17.3,0.6669966022485205,1,"1,(17,13)-START",17,13,,3,False,True
0,31,0.192,11,12,17.3,0.6669966022485205,1,"1,(11,12)-START",,,,3,False,True
0,19,-0.673,18,7,17.3,0.6669966022485205,1,"1,(18,8)-START",18,8,,3,False,True
0,34,0.502,4,17,18.3,0.6669966022485205,1,"1,(4,16)-START",4,16,,4,False,True
0,24,0.769,14,12,18.3,0.6669966022485205,1,"1,(10,12)-START",10,12,,4,False,True
0,12,0.155,18,11,16.3,0.6669966022485205,1,"1,(18,10)-START",18,10,,2,False,True
0,47,-0.154,15,19,16.3,0.6669966022485205,1,"1,(11,19)-START",11,19,,2,False,True
0,20,0.979,11,8,17.3,0.6669966022485205,1,"1,(8,8)-START",8,8,,3,False,True
0,32,-0.497,14,16,18.3,0.6669966022485205,1,2-STAY,,,,4,False,True
0,17,0.404,6,8,0,0.6669966022485205,0,"4,(6,9)",,,-0.202,0,False,False
0,6,-0.689,9,8,16.3,0.6669966022485205,1,"1,(9,7)-START",9,7,,2,False,True
0,49,-0.202,6,8,33.3,0.6669966022485205,1,"1,(6,8)-START",,,,4,False,True
0,39,0.525,5,11,18.3,0.6669966022485205,1,"1,(3,11)-START",3,11,,4,False,True
0,8,0.695,4,11,18.3,0.6669966022485205,1,"1,(4,11)-START",,,,4,False,True
0,30,0.193,4,13,19.3,0.6669966022485205,1,"1,(4,12)-START",4,12,,5,False,True
0,16,-0.26,10,5,17.3,0.6669966022485205,1,"1,(10,6)-START",10,6,,3,False,True
0,29,-0.694,0,3,16.3,0.6669966022485205,1,"1,(0,4)-START",0,4,,2,False,True
0,10,-0.75,13,17,18.3,0.6669966022485205,1,"1,(15,17)-START",15,17,,4,False,True
0,38,0.218,8,16,17.3,0.6669966022485205,1,"1,(8,16)-START",,,,3,False,True
0,44,0.956,14,2,18.3,0.6669966022485205,1,"1,(10,2)-START",10,2,,4,False,True
0,2,0.122,18,0,15.3,0.6669966022485205,1,"1,(18,1)-START",18,1,,1,False,True
0,43,-0.829,17,2,17.3,0.6669966022485205,1,"1,(17,2)-START",,,,3,False,True
0,3,-0.559,16,13,18.3,0.6669966022485205,1,"1,(18,12)-START",18,12,,4,False,True
0,40,0.837,16,16,18.3,0.6669966022485205,1,"1,(12,16)-START",12,16,,4,False,True
0,0,-0.936,17,13,18.3,0.6669966022485205,1,"1,(17,13)-START",,,,4,False,True
0,36,0.944,0,7,16.3,0.6669966022485205,1,"1,(0,5)-START",0,5,,2,False,True
0,48,0.511,5,17,18.3,0.6669966022485205,1,"1,(5,16)-START",5,16,,4,False,True
0,35,-0.684,8,13,18.3,0.6669966022485205,1,"1,(4,13)-START",4,13,,4,False,True
0,37,0.825,6,16,18.3,0.6669966022485205,1,"1,(4,16)-START",4,16,,4,False,True
