id,x,y,vision,metabolism,sugar,alpha
0,18,13,6,0.6669966022485205,15,-0.936
1,2,6,6,0.6669966022485205,15,-0.535
2,19,0,6,0.6669966022485205,15,0.122
3,17,13,6,0.6669966022485205,15,-0.559
4,18,8,6,0.6669966022485205,15,0.619
5,0,5,6,0.6669966022485205,15,0.396
6,10,8,6,0.6669966022485205,15,-0.689
7,10,3,6,0.6669966022485205,15,-0.815
8,3,11,6,0.6669966022485205,15,0.695
9,19,8,6,0.6669966022485205,15,0.614
10,14,17,6,0.6669966022485205,15,-0.75
11,12,2,6,0.6669966022485205,15,0.104
12,19,11,6,0.6669966022485205,15,0.155
13,2,1,6,0.6669966022485205,15,0.323
14,9,2,6,0.6669966022485205,15,0.711
15,3,12,6,0.6669966022485205,15,-0.444
16,11,5,6,0.6669966022485205,15,-0.26
17,6,8,6,0.6669966022485205,15,0.404
18,2,19,6,0.6669966022485205,15,0.27
19,17,7,6,0.6669966022485205,15,-0.673
20,12,8,6,0.6669966022485205,15,0.979
21,10,1,6,0.6669966022485205,15,-0.542
22,1,10,6,0.6669966022485205,15,-0.198
23,18,10,6,0.6669966022485205,15,-0.575
24,15,12,6,0.6669966022485205,15,0.769
25,14,4,6,0.6669966022485205,15,-0.47
26,7,17,6,0.6669966022485205,15,0.078
27,18,12,6,0.6669966022485205,15,-0.276
28,4,16,6,0.6669966022485205,15,-0.013
29,1,3,6,0.6669966022485205,15,-0.694
30,5,13,6,0.6669966022485205,15,0.193
31,12,12,6,0.6669966022485205,15,0.192
32,14,16,6,0.6669966022485205,15,-0.497
33,17,0,6,0.6669966022485205,15,0.361
34,3,17,6,0.6669966022485205,15,0.502
35,9,13,6,0.6669966022485205,15,-0.684
36,0,8,6,0.6669966022485205,15,0.944
37,5,16,6,0.6669966022485205,15,0.825
38,9,16,6,0.6669966022485205,15,0.218
39,4,11,6,0.6669966022485205,15,0.525
40,17,16,6,0.6669966022485205,15,0.837
41,19,10,6,0.6669966022485205,15,-0.023
42,9,7,6,0.6669966022485205,15,-0.884
43,18,2,6,0.6669966022485205,15,-0.829
44,15,2,6,0.6669966022485205,15,0.956
45,17,4,6,0.6669966022485205,15,-0.743
46,15,17,6,0.6669966022485205,15,-0.67
47,16,19,6,0.6669966022485205,15,-0.154
48,6,17,6,0.6669966022485205,15,0.511
49,6,9,6,0.6669966022485205,15,-0.202
