id,x,y,vision,metabolism,sugar,alpha
0,1,4,1,1.0999915939565195,15,0.566
1,40,3,1,1.0999915939565195,15,0.686
2,8,35,1,1.0999915939565195,15,0.839
3,33,21,1,1.0999915939565195,15,0.936
4,48,5,1,1.0999915939565195,15,-0.204
5,45,30,1,1.0999915939565195,15,-0.279
6,30,29,1,1.0999915939565195,15,0.661
7,29,47,1,1.0999915939565195,15,0.393
8,39,7,1,1.0999915939565195,15,-0.135
9,21,32,1,1.0999915939565195,15,-0.112
10,45,17,1,1.0999915939565195,15,-0.693
11,38,22,1,1.0999915939565195,15,0.753
12,38,21,1,1.0999915939565195,15,-0.079
13,25,11,1,1.0999915939565195,15,-0.232
14,22,49,1,1.0999915939565195,15,0.552
15,7,37,1,1.0999915939565195,15,-0.504
16,39,45,1,1.0999915939565195,15,0.423
17,43,20,1,1.0999915939565195,15,-0.871
18,18,7,1,1.0999915939565195,15,-0.262
19,11,23,1,1.0999915939565195,15,0.06
20,42,36,1,1.0999915939565195,15,0.275
21,10,46,1,1.0999915939565195,15,0.085
22,4,25,1,1.0999915939565195,15,-0.799
23,21,11,1,1.0999915939565195,15,0.144
24,43,45,1,1.0999915939565195,15,0.775
25,19,25,1,1.0999915939565195,15,0.149
26,1,33,1,1.0999915939565195,15,0.299
27,2,12,1,1.0999915939565195,15,0.55
28,23,5,1,1.0999915939565195,15,-0.848
29,28,41,1,1.0999915939565195,15,-0.644
30,48,24,1,1.0999915939565195,15,0.084
31,17,46,1,1.0999915939565195,15,0.323
32,24,45,1,1.0999915939565195,15,0.978
33,24,42,1,1.0999915939565195,15,-0.377
34,8,24,1,1.0999915939565195,15,-0.918
35,3,12,1,1.0999915939565195,15,0.952
36,24,20,1,1.0999915939565195,15,-0.446
37,39,46,1,1.0999915939565195,15,0.668
38,32,20,1,1.0999915939565195,15,-0.886
39,15,17,1,1.0999915939565195,15,-0.222
40,19,18,1,1.0999915939565195,15,0.112
41,15,0,1,1.0999915939565195,15,0.798
42,21,42,1,1.0999915939565195,15,-0.219
43,47,3,1,1.0999915939565195,15,0.217
44,47,33,1,1.0999915939565195,15,-0.02
45,3,45,1,1.0999915939565195,15,0.523
46,18,40,1,1.0999915939565195,15,-0.126
47,0,4,1,1.0999915939565195,15,-0.711
48,38,38,1,1.0999915939565195,15,0.433
49,1,23,1,1.0999915939565195,15,0.825
