step,agent_id,alpha,x,y,sugar,metabolism,age,decision,target_x,target_y,target_alpha,collected,in_house,alive
0,43,0.001,18,16,14.2,1.757735522488605,1,"1,(18,15)-START",18,15,,1,False,True
0,4,-0.772,1,27,14.2,1.757735522488605,1,"1,(1,27)-START",,,,1,False,True
0,11,-0.06,27,5,16.2,1.757735522488605,1,"1,(25,5)-START",25,5,,3,False,True
0,3,0.394,8,12,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,44,0.407,9,18,0,1.757735522488605,0,"4,(9,17)",,,0.333,0,False,False
0,48,0.974,24,21,16.2,1.757735522488605,1,"1,(24,21)-START",,,,3,False,True
0,49,-0.194,24,11,14.2,1.757735522488605,1,"1,(24,11)-START",,,,1,False,True
0,5,-0.935,17,7,13.2,1.757735522488605,1,"1,(17,6)-START",17,6,,0,False,True
0,2,-0.226,20,11,14.2,1.757735522488605,1,"1,(20,11)-START",,,,1,False,True
0,23,0.864,1,15,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,19,0.98,17,11,15.2,1.757735522488605,1,"1,(17,11)-START",,,,2,False,True
0,14,-0.65,18,4,14.2,1.757735522488605,1,"1,(18,5)-START",18,5,,1,False,True
0,15,-0.968,15,29,13.2,1.757735522488605,1,"1,(15,29)-START",,,,0,False,True
0,18,0.556,28,17,0,1.757735522488605,0,"4,(29,17)",,,0.661,0,False,False
0,34,0.333,9,17,28.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,9,0.297,26,24,17.2,1.757735522488605,1,"1,(26,25)-START",26,25,,4,False,True
0,33,-0.355,17,1,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,22,0.079,13,25,14.2,1.757735522488605,1,"1,(13,25)-START",,,,1,False,True
0,42,0.452,21,13,28.2,1.757735522488605,1,"4,(21,14)-WIN",,,0.457,0,False,True
0,39,-0.775,26,5,17.2,1.757735522488605,1,"1,(26,5)-START",,,,4,False,True
0,16,-0.17,14,29,13.2,1.757735522488605,1,"1,(14,29)-START",,,,0,False,True
0,28,-0.826,12,16,15.2,1.757735522488605,1,"1,(12,16)-START",,,,2,False,True
0,10,-0.941,25,24,18.2,1.757735522488605,1,"1,(25,24)-START",,,,5,False,True
0,17,-0.776,6,10,14.2,1.757735522488605,1,"1,(6,9)-START",6,9,,1,False,True
0,12,0.972,28,1,14.2,1.757735522488605,1,"1,(28,1)-START",,,,1,False,True
0,1,-0.315,16,19,13.2,1.757735522488605,1,"1,(16,19)-START",,,,0,False,True
0,38,-0.155,21,28,14.2,1.757735522488605,1,"1,(20,27)-START",20,27,,1,False,True
0,13,0.652,27,25,16.2,1.757735522488605,1,"1,(27,24)-START",27,24,,3,False,True
0,31,0.458,6,28,15.2,1.757735522488605,1,"1,(6,28)-START",,,,2,False,True
0,6,0.887,20,26,15.2,1.757735522488605,1,"1,(20,27)-START",20,27,,2,False,True
0,27,-0.945,25,21,16.2,1.757735522488605,1,"1,(25,21)-START",,,,3,False,True
0,8,0.587,15,25,14.2,1.757735522488605,1,"1,(13,25)-START",13,25,,1,False,True
0,0,0.392,15,23,14.2,1.757735522488605,1,"1,(15,24)-START",15,24,,1,False,True
0,7,-0.401,10,19,16.2,1.757735522488605,1,"1,(10,19)-START",,,,3,False,True
0,30,0.716,17,28,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,46,-0.966,16,12,15.2,1.757735522488605,1,"1,(16,12)-START",,,,2,False,True
0,37,-0.706,14,24,16.2,1.757735522488605,1,"1,(14,24)-START",,,,3,False,True
0,32,-0.574,18,15,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,26,0.661,29,17,28.2,1.757735522488605,1,"4,(28,17)-FAIL",,,,0,False,True
0,29,0.16,18,26,13.2,1.757735522488605,1,"1,(18,25)-START",18,25,,0,False,True
0,35,0.103,14,5,16.2,1.757735522488605,1,"1,(14,5)-START",,,,3,False,True
0,21,-0.979,14,20,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,41,0.321,1,21,14.2,1.757735522488605,1,"1,(1,21)-START",,,,1,False,True
0,36,-0.411,27,22,15.2,1.757735522488605,1,"1,(27,22)-START",,,,2,False,True
0,25,0.628,16,24,16.2,1.757735522488605,1,"1,(16,24)-START",,,,3,False,True
0,47,-0.441,25,22,17.2,1.757735522488605,1,"1,(25,21)-START",25,21,,4,False,True
0,20,0.038,15,4,14.2,1.757735522488605,1,"1,(15,5)-START",15,5,,1,False,True
0,24,0.079,21,27,15.2,1.757735522488605,1,"1,(21,27)-START",,,,2,False,True
0,40,0.917,15,28,13.2,1.757735522488605,1,"1,(15,28)-START",,,,0,False,True
1,1,-0.315,16,18,12.5,1.757735522488605,2,"1,(16,17)-START",16,17,,1,False,True
1,28,-0.826,12,17,16.5,1.757735522488605,2,"1,(12,17)-START",,,,3,False,True
1,22,0.079,13,24,15.5,1.757735522488605,2,"1,(13,24)-START",,,,3,False,True
1,13,0.652,27,24,17.5,1.757735522488605,2,TRAVELING,,,,3,False,True
1,26,0.661,29,17,26.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,24,0.079,21,26,15.5,1.757735522488605,2,"1,(21,26)-START",,,,2,False,True
1,12,0.972,27,1,13.5,1.757735522488605,2,"1,(27,1)-START",,,,1,False,True
1,40,0.917,15,28,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,15,-0.968,16,29,11.5,1.757735522488605,2,"1,(16,29)-START",,,,0,False,True
1,49,-0.194,24,11,13.5,1.757735522488605,2,2-STAY,,,,1,False,True
1,2,-0.226,19,11,14.5,1.757735522488605,2,"1,(19,11)-START",,,,2,False,True
1,17,-0.776,6,9,14.5,1.757735522488605,2,TRAVELING,,,,2,False,True
1,35,0.103,15,5,17.5,1.757735522488605,2,"1,(15,5)-START",,,,3,False,True
1,30,0.716,17,28,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,10,-0.941,24,24,21.5,1.757735522488605,2,"1,(26,24)-START",26,24,,5,False,True
1,16,-0.17,15,29,11.5,1.757735522488605,2,"1,(15,29)-START",,,,0,False,True
1,48,0.974,23,21,17.5,1.757735522488605,2,"1,(25,21)-START",25,21,,3,False,True
1,5,-0.935,17,6,12.5,1.757735522488605,2,TRAVELING,,,,1,False,True
1,38,-0.155,20,28,13.5,1.757735522488605,2,TRAVELING,20,27,,1,False,True
1,42,0.452,21,13,26.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,41,0.321,1,20,13.5,1.757735522488605,2,"1,(1,20)-START",,,,1,False,True
1,3,0.394,8,12,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,8,0.587,14,25,13.5,1.757735522488605,2,TRAVELING,13,25,,1,False,True
1,39,-0.775,25,5,20.5,1.757735522488605,2,"1,(25,5)-START",,,,5,False,True
1,11,-0.06,26,5,15.5,1.757735522488605,2,TRAVELING,25,5,,1,False,True
1,34,0.333,9,18,27.5,1.757735522488605,2,"1,(9,19)-START",9,19,,1,False,True
1,27,-0.945,24,21,15.5,1.757735522488605,2,"1,(24,21)-START",,,,1,False,True
1,33,-0.355,17,1,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,6,0.887,20,27,14.5,1.757735522488605,2,TRAVELING,,,,1,False,True
1,4,-0.772,2,27,14.5,1.757735522488605,2,"1,(2,27)-START",,,,2,False,True
1,25,0.628,17,24,17.5,1.757735522488605,2,"1,(17,24)-START",,,,3,False,True
1,7,-0.401,9,19,16.5,1.757735522488605,2,"1,(9,19)-START",,,,2,False,True
1,9,0.297,26,25,19.5,1.757735522488605,2,TRAVELING,,,,4,False,True
1,32,-0.574,17,15,12.5,1.757735522488605,2,"1,(17,16)-START",17,16,,1,False,True
1,31,0.458,6,27,16.5,1.757735522488605,2,"1,(6,26)-START",6,26,,3,False,True
1,37,-0.706,15,24,17.5,1.757735522488605,2,"1,(15,24)-START",,,,3,False,True
1,47,-0.441,25,21,16.5,1.757735522488605,2,TRAVELING,,,,1,False,True
1,19,0.98,17,11,0,1.757735522488605,1,"4,(16,12)",,,-0.966,0,False,False
1,23,0.864,1,15,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,0,0.392,16,23,13.5,1.757735522488605,2,TRAVELING,15,24,,1,False,True
1,29,0.16,18,25,12.5,1.757735522488605,2,TRAVELING,,,,1,False,True
1,14,-0.65,18,5,15.5,1.757735522488605,2,TRAVELING,,,,3,False,True
1,20,0.038,16,4,13.5,1.757735522488605,2,TRAVELING,15,5,,1,False,True
1,46,-0.966,17,12,31.7,1.757735522488605,2,"1,(17,11)-START",17,11,,3,False,True
1,21,-0.979,14,20,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,43,0.001,18,15,12.5,1.757735522488605,2,TRAVELING,,,,0,False,True
1,36,-0.411,26,22,16.5,1.757735522488605,2,"1,(26,22)-START",,,,3,False,True
2,21,-0.979,14,20,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,38,-0.155,21,28,12.7,1.757735522488605,3,TRAVELING,20,27,,1,False,True
2,7,-0.401,10,19,15.7,1.757735522488605,3,"1,(10,19)-START",,,,1,False,True
2,17,-0.776,6,8,15.7,1.757735522488605,3,"1,(6,8)-START",,,,3,False,True
2,11,-0.06,27,5,14.7,1.757735522488605,3,TRAVELING,25,5,,1,False,True
2,41,0.321,1,21,12.7,1.757735522488605,3,"1,(1,22)-START",1,22,,1,False,True
2,33,-0.355,17,1,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,43,0.001,19,15,10.7,1.757735522488605,3,"1,(17,15)-START",17,15,,0,False,True
2,9,0.297,25,25,21.7,1.757735522488605,3,"1,(25,25)-START",,,,4,False,True
2,8,0.587,13,25,12.7,1.757735522488605,3,TRAVELING,,,,1,False,True
2,12,0.972,26,1,13.7,1.757735522488605,3,"1,(26,1)-START",,,,2,False,True
2,15,-0.968,16,29,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,5,-0.935,18,6,11.7,1.757735522488605,3,"1,(18,5)-START",18,5,,1,False,True
2,30,0.716,17,28,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,31,0.458,6,26,18.7,1.757735522488605,3,TRAVELING,,,,4,False,True
2,27,-0.945,24,22,17.7,1.757735522488605,3,"1,(24,22)-START",,,,4,False,True
2,4,-0.772,2,26,14.7,1.757735522488605,3,"1,(2,26)-START",,,,2,False,True
2,46,-0.966,17,11,31.0,1.757735522488605,3,TRAVELING,,,,1,False,True
2,16,-0.17,14,29,9.7,1.757735522488605,3,"1,(16,29)-START",16,29,,0,False,True
2,23,0.864,1,15,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,6,0.887,20,26,13.7,1.757735522488605,3,"1,(20,26)-START",,,,1,False,True
2,20,0.038,15,4,12.7,1.757735522488605,3,TRAVELING,15,5,,1,False,True
2,26,0.661,29,17,24.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,13,0.652,26,24,16.7,1.757735522488605,3,"1,(26,25)-START",26,25,,1,False,True
2,0,0.392,15,23,12.7,1.757735522488605,3,TRAVELING,15,24,,1,False,True
2,39,-0.775,25,5,18.7,1.757735522488605,3,"4,(26,5)-FAIL",,,,0,False,True
2,34,0.333,9,19,25.7,1.757735522488605,3,TRAVELING,,,,0,False,True
2,48,0.974,24,21,15.7,1.757735522488605,3,TRAVELING,25,21,,0,False,True
2,14,-0.65,19,5,16.7,1.757735522488605,3,"1,(19,5)-START",,,,3,False,True
2,22,0.079,12,24,16.7,1.757735522488605,3,"1,(12,24)-START",,,,3,False,True
2,49,-0.194,24,11,11.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,42,0.452,21,13,24.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,3,0.394,8,12,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,47,-0.441,26,21,16.7,1.757735522488605,3,"1,(24,21)-START",24,21,,2,False,True
2,35,0.103,16,5,18.7,1.757735522488605,3,"1,(16,4)-START",16,4,,3,False,True
2,1,-0.315,16,17,12.7,1.757735522488605,3,TRAVELING,,,,2,False,True
2,28,-0.826,12,18,16.7,1.757735522488605,3,"1,(12,18)-START",,,,2,False,True
2,32,-0.574,17,16,12.7,1.757735522488605,3,TRAVELING,,,,2,False,True
2,29,0.16,19,25,11.7,1.757735522488605,3,"1,(19,25)-START",,,,1,False,True
2,25,0.628,18,24,18.7,1.757735522488605,3,"1,(18,24)-START",,,,3,False,True
2,24,0.079,22,26,16.7,1.757735522488605,3,"1,(22,25)-START",22,25,,3,False,True
2,36,-0.411,25,22,15.7,1.757735522488605,3,"1,(25,21)-START",25,21,,1,False,True
2,2,-0.226,18,11,15.7,1.757735522488605,3,"1,(18,11)-START",,,,3,False,True
2,40,0.917,15,28,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,10,-0.941,25,24,20.7,1.757735522488605,3,TRAVELING,26,24,,1,False,True
2,37,-0.706,14,24,16.7,1.757735522488605,3,"1,(14,25)-START",14,25,,1,False,True
3,32,-0.574,16,16,14.0,1.757735522488605,4,"1,(16,17)-START",16,17,,3,False,True
3,46,-0.966,17,11,45.9,1.757735522488605,4,"4,(18,11)-WIN",,,-0.226,1,False,True
3,9,0.297,24,25,25.0,1.757735522488605,4,"1,(24,25)-START",,,,5,False,True
3,29,0.16,19,25,11.0,1.757735522488605,4,2-STAY,,,,1,False,True
3,24,0.079,22,25,19.0,1.757735522488605,4,TRAVELING,,,,4,False,True
3,43,0.001,18,15,9.0,1.757735522488605,4,TRAVELING,17,15,,0,False,True
3,26,0.661,29,17,23.0,1.757735522488605,4,2-STAY,,,,0,False,True
3,15,-0.968,16,29,8.0,1.757735522488605,4,2-STAY,,,,0,False,True
3,11,-0.06,26,5,14.0,1.757735522488605,4,TRAVELING,25,5,,1,False,True
