id,x,y,vision,metabolism,sugar,alpha
0,29,46,2,1.757735522488605,15,0.392
1,33,40,2,1.757735522488605,15,-0.315
2,42,23,2,1.757735522488605,15,-0.226
3,17,25,2,1.757735522488605,15,0.394
4,0,7,2,1.757735522488605,15,-0.943
5,16,2,2,1.757735522488605,15,-0.044
6,11,22,2,1.757735522488605,15,0.232
7,23,28,2,1.757735522488605,15,0.571
8,48,41,2,1.757735522488605,15,-0.613
9,48,1,2,1.757735522488605,15,-0.124
10,10,30,2,1.757735522488605,15,-0.974
11,3,6,2,1.757735522488605,15,0.648
12,47,37,2,1.757735522488605,15,-0.785
13,35,29,2,1.757735522488605,15,0.864
14,43,27,2,1.757735522488605,15,0.864
15,12,23,2,1.757735522488605,15,-0.776
16,35,49,2,1.757735522488605,15,-0.643
17,22,28,2,1.757735522488605,15,-0.009
18,33,48,2,1.757735522488605,15,-0.12
19,0,27,2,1.757735522488605,15,0.66
20,2,30,2,1.757735522488605,15,0.864
21,41,34,2,1.757735522488605,15,-0.801
22,19,34,2,1.757735522488605,15,0.661
23,43,1,2,1.757735522488605,15,-0.345
24,33,5,2,1.757735522488605,15,0.759
25,37,26,2,1.757735522488605,15,0.121
26,17,14,2,1.757735522488605,15,0.812
27,30,37,2,1.757735522488605,15,-0.032
28,34,3,2,1.757735522488605,15,-0.355
29,42,38,2,1.757735522488605,15,-0.113
30,12,35,2,1.757735522488605,15,-0.295
31,45,18,2,1.757735522488605,15,-0.494
32,49,9,2,1.757735522488605,15,0.1
33,27,11,2,1.757735522488605,15,-0.775
34,29,47,2,1.757735522488605,15,-0.977
35,42,10,2,1.757735522488605,15,0.355
36,46,4,2,1.757735522488605,15,0.115
37,32,48,2,1.757735522488605,15,0.919
38,18,37,2,1.757735522488605,15,0.407
39,42,28,2,1.757735522488605,15,0.457
40,30,24,2,1.757735522488605,15,-0.966
41,49,44,2,1.757735522488605,15,-0.441
42,43,49,2,1.757735522488605,15,-0.199
43,40,24,2,1.757735522488605,15,-0.365
44,25,36,2,1.757735522488605,15,0.971
45,43,21,2,1.757735522488605,15,0.105
46,26,32,2,1.757735522488605,15,0.485
47,20,30,2,1.757735522488605,15,0.213
48,0,8,2,1.757735522488605,15,-0.216
49,13,26,2,1.757735522488605,15,-0.478
