id,x,y,vision,metabolism,sugar,alpha
0,7,21,4,1.783543075615619,15,0.113
1,29,4,4,1.783543075615619,15,-0.306
2,3,11,4,1.783543075615619,15,-0.361
3,6,2,4,1.783543075615619,15,0.945
4,10,19,4,1.783543075615619,15,0.786
5,13,20,4,1.783543075615619,15,-0.822
6,29,2,4,1.783543075615619,15,0.386
7,26,10,4,1.783543075615619,15,0.588
8,20,26,4,1.783543075615619,15,-0.139
9,7,10,4,1.783543075615619,15,-0.468
10,29,13,4,1.783543075615619,15,0.4
11,3,6,4,1.783543075615619,15,0.822
12,8,28,4,1.783543075615619,15,0.385
13,14,4,4,1.783543075615619,15,-0.461
14,6,17,4,1.783543075615619,15,0.158
15,13,21,4,1.783543075615619,15,0.249
16,22,26,4,1.783543075615619,15,-0.765
17,20,25,4,1.783543075615619,15,0.933
18,15,13,4,1.783543075615619,15,0.775
19,26,17,4,1.783543075615619,15,0.635
20,4,15,4,1.783543075615619,15,0.141
21,16,9,4,1.783543075615619,15,-0.814
22,11,24,4,1.783543075615619,15,0.033
23,0,11,4,1.783543075615619,15,-0.982
24,18,21,4,1.783543075615619,15,-0.178
25,25,27,4,1.783543075615619,15,0.308
26,17,25,4,1.783543075615619,15,0.944
27,5,23,4,1.783543075615619,15,0.146
28,26,4,4,1.783543075615619,15,-0.488
29,25,7,4,1.783543075615619,15,-0.328
30,20,16,4,1.783543075615619,15,-0.906
31,27,2,4,1.783543075615619,15,0.296
32,21,29,4,1.783543075615619,15,-0.476
33,13,14,4,1.783543075615619,15,0.155
34,24,26,4,1.783543075615619,15,-0.218
35,2,12,4,1.783543075615619,15,-0.758
36,1,24,4,1.783543075615619,15,0.558
37,2,14,4,1.783543075615619,15,0.336
38,18,0,4,1.783543075615619,15,-0.385
39,27,11,4,1.783543075615619,15,0.079
40,21,16,4,1.783543075615619,15,0.782
41,2,9,4,1.783543075615619,15,-0.68
42,6,29,4,1.783543075615619,15,0.977
43,21,2,4,1.783543075615619,15,-0.978
44,4,1,4,1.783543075615619,15,0.964
45,0,9,4,1.783543075615619,15,0.372
46,0,5,4,1.783543075615619,15,0.0
47,7,18,4,1.783543075615619,15,0.799
48,9,22,4,1.783543075615619,15,0.178
49,12,13,4,1.783543075615619,15,-0.304
