id,alpha,sugar,age,vision,metabolism,x,y
5,0.345,26.4,200,5,0.973180418445447,6,14
13,0.145,37.4,200,5,0.973180418445447,3,15
35,-0.928,153.3,200,5,0.973180418445447,9,14
22,-0.671,41.6,200,5,0.973180418445447,7,13
52,-0.176,28.5,129,5,0.973180418445447,5,13
54,0.19,34.3,87,5,0.973180418445447,5,14
12,-0.947,10.4,200,5,0.973180418445447,7,14
56,0.241,30.8,67,5,0.973180418445447,6,12
55,-0.616,35.9,71,5,0.973180418445447,6,16
53,0.198,25.9,109,5,0.973180418445447,6,13
36,0.498,445.7,200,5,0.973180418445447,5,4
49,-0.202,174.8,200,5,0.973180418445447,4,15
1,0.299,25.4,200,5,0.973180418445447,5,15
