id,alpha,sugar,age,vision,metabolism,x,y
12,-0.688,149.5,200,3,1.1265367845598036,5,14
27,-0.012,215.9,200,3,1.1265367845598036,6,5
47,0.488,29.7,200,3,1.1265367845598036,6,16
55,-0.965,84.1,83,3,1.1265367845598036,5,6
20,-0.364,72.8,200,3,1.1265367845598036,12,16
51,0.167,21.1,126,3,1.1265367845598036,4,5
11,0.819,160.7,200,3,1.1265367845598036,5,15
42,-0.876,161.9,200,3,1.1265367845598036,3,6
54,0.668,10.6,90,3,1.1265367845598036,5,5
32,-0.673,23.7,200,3,1.1265367845598036,7,15
1,0.798,42.6,200,3,1.1265367845598036,4,7
25,-0.599,120.3,200,3,1.1265367845598036,4,13
48,-0.508,26.7,200,3,1.1265367845598036,6,13
56,-0.351,71.7,2,3,1.1265367845598036,12,17
