id,x,y,vision,metabolism,sugar,alpha
0,3,18,4,1.2800307334434837,15,-0.982
1,5,16,4,1.2800307334434837,15,0.378
2,9,12,4,1.2800307334434837,15,0.182
3,10,11,4,1.2800307334434837,15,-0.853
4,9,19,4,1.2800307334434837,15,-0.682
5,16,2,4,1.2800307334434837,15,0.177
6,8,10,4,1.2800307334434837,15,-0.785
7,9,1,4,1.2800307334434837,15,-0.311
8,3,15,4,1.2800307334434837,15,-0.048
9,6,6,4,1.2800307334434837,15,-0.74
10,7,1,4,1.2800307334434837,15,-0.913
11,13,1,4,1.2800307334434837,15,0.477
12,15,14,4,1.2800307334434837,15,0.18
13,17,4,4,1.2800307334434837,15,-0.533
14,14,11,4,1.2800307334434837,15,0.233
15,1,8,4,1.2800307334434837,15,-0.685
16,7,0,4,1.2800307334434837,15,0.16
17,19,17,4,1.2800307334434837,15,0.086
18,11,18,4,1.2800307334434837,15,-0.602
19,3,11,4,1.2800307334434837,15,-0.32
20,7,19,4,1.2800307334434837,15,0.433
21,19,15,4,1.2800307334434837,15,-0.755
22,5,0,4,1.2800307334434837,15,0.239
23,9,2,4,1.2800307334434837,15,-0.456
24,0,13,4,1.2800307334434837,15,-0.452
25,16,6,4,1.2800307334434837,15,0.716
26,15,8,4,1.2800307334434837,15,0.947
27,16,19,4,1.2800307334434837,15,-0.34
28,15,2,4,1.2800307334434837,15,-0.432
29,12,9,4,1.2800307334434837,15,0.094
30,14,2,4,1.2800307334434837,15,-0.365
31,4,4,4,1.2800307334434837,15,0.315
32,2,14,4,1.2800307334434837,15,-0.208
33,11,14,4,1.2800307334434837,15,-0.832
34,18,4,4,1.2800307334434837,15,-0.443
35,17,16,4,1.2800307334434837,15,0.651
36,7,17,4,1.2800307334434837,15,-0.025
37,16,8,4,1.2800307334434837,15,0.728
38,4,14,4,1.2800307334434837,15,-0.5
39,11,16,4,1.2800307334434837,15,-0.774
40,10,15,4,1.2800307334434837,15,-0.709
41,0,2,4,1.2800307334434837,15,0.83
42,12,12,4,1.2800307334434837,15,-0.236
43,16,14,4,1.2800307334434837,15,-0.561
44,5,4,4,1.2800307334434837,15,0.472
45,0,10,4,1.2800307334434837,15,-0.378
46,17,6,4,1.2800307334434837,15,0.216
47,5,6,4,1.2800307334434837,15,0.087
48,2,3,4,1.2800307334434837,15,-0.81
49,1,9,4,1.2800307334434837,15,-0.194
