id,x,y,vision,metabolism,sugar,alpha
0,31,38,1,0.929126270445708,15,-0.962
1,27,36,1,0.929126270445708,15,-0.255
2,35,48,1,0.929126270445708,15,0.901
3,25,11,1,0.929126270445708,15,-0.885
4,6,7,1,0.929126270445708,15,-0.248
5,6,10,1,0.929126270445708,15,0.025
6,31,8,1,0.929126270445708,15,0.545
7,38,32,1,0.929126270445708,15,-0.456
8,11,24,1,0.929126270445708,15,-0.873
9,37,3,1,0.929126270445708,15,-0.627
10,3,10,1,0.929126270445708,15,-0.408
11,4,33,1,0.929126270445708,15,0.247
12,37,41,1,0.929126270445708,15,0.866
13,43,3,1,0.929126270445708,15,-0.812
14,39,29,1,0.929126270445708,15,0.574
15,46,21,1,0.929126270445708,15,-0.34
16,42,44,1,0.929126270445708,15,-0.122
17,8,5,1,0.929126270445708,15,0.562
18,3,37,1,0.929126270445708,15,-0.464
19,46,11,1,0.929126270445708,15,0.344
20,4,35,1,0.929126270445708,15,0.325
21,19,31,1,0.929126270445708,15,0.799
22,46,23,1,0.929126270445708,15,0.43
23,2,30,1,0.929126270445708,15,0.933
24,38,49,1,0.929126270445708,15,-0.833
25,8,41,1,0.929126270445708,15,-0.828
26,42,46,1,0.929126270445708,15,-0.692
27,19,6,1,0.929126270445708,15,0.38
28,27,28,1,0.929126270445708,15,0.174
29,9,0,1,0.929126270445708,15,-0.788
30,7,8,1,0.929126270445708,15,0.469
31,49,49,1,0.929126270445708,15,-0.325
32,45,34,1,0.929126270445708,15,-0.004
33,48,44,1,0.929126270445708,15,-0.088
34,21,24,1,0.929126270445708,15,-0.826
35,2,5,1,0.929126270445708,15,0.435
36,43,25,1,0.929126270445708,15,-0.612
37,36,25,1,0.929126270445708,15,-0.479
38,37,26,1,0.929126270445708,15,0.825
39,20,25,1,0.929126270445708,15,-0.306
40,11,34,1,0.929126270445708,15,-0.644
41,12,45,1,0.929126270445708,15,0.475
42,3,42,1,0.929126270445708,15,-0.533
43,19,14,1,0.929126270445708,15,-0.309
44,49,13,1,0.929126270445708,15,0.96
45,24,14,1,0.929126270445708,15,-0.879
46,32,3,1,0.929126270445708,15,-0.808
47,1,34,1,0.929126270445708,15,0.722
48,32,32,1,0.929126270445708,15,0.722
49,7,37,1,0.929126270445708,15,-0.309
