id,x,y,vision,metabolism,sugar,alpha
0,10,9,5,0.973180418445447,15,0.932
1,42,6,5,0.973180418445447,15,-0.014
2,14,13,5,0.973180418445447,15,0.525
3,35,32,5,0.973180418445447,15,-0.69
4,13,1,5,0.973180418445447,15,-0.853
5,4,8,5,0.973180418445447,15,-0.002
6,10,8,5,0.973180418445447,15,-0.887
7,35,18,5,0.973180418445447,15,0.873
8,44,21,5,0.973180418445447,15,-0.81
9,15,17,5,0.973180418445447,15,-0.47
10,0,36,5,0.973180418445447,15,0.797
11,40,8,5,0.973180418445447,15,-0.295
12,27,11,5,0.973180418445447,15,-0.6
13,38,17,5,0.973180418445447,15,-0.947
14,6,18,5,0.973180418445447,15,0.145
15,37,31,5,0.973180418445447,15,0.394
16,49,7,5,0.973180418445447,15,-0.548
17,21,30,5,0.973180418445447,15,0.07
18,20,27,5,0.973180418445447,15,-0.778
19,0,23,5,0.973180418445447,15,-0.155
20,20,0,5,0.973180418445447,15,0.6
21,43,40,5,0.973180418445447,15,-0.189
22,27,38,5,0.973180418445447,15,-0.482
23,49,23,5,0.973180418445447,15,-0.614
24,36,45,5,0.973180418445447,15,-0.554
25,40,36,5,0.973180418445447,15,-0.671
26,9,10,5,0.973180418445447,15,-0.446
27,41,37,5,0.973180418445447,15,0.622
28,44,27,5,0.973180418445447,15,0.138
29,35,25,5,0.973180418445447,15,0.153
30,49,41,5,0.973180418445447,15,0.433
31,0,29,5,0.973180418445447,15,0.059
32,2,40,5,0.973180418445447,15,-0.811
33,1,47,5,0.973180418445447,15,-0.994
34,41,21,5,0.973180418445447,15,-0.265
35,5,41,5,0.973180418445447,15,0.615
36,38,28,5,0.973180418445447,15,0.02
37,28,6,5,0.973180418445447,15,0.855
38,37,5,5,0.973180418445447,15,-0.035
39,13,49,5,0.973180418445447,15,-0.855
40,43,38,5,0.973180418445447,15,0.416
41,15,22,5,0.973180418445447,15,-0.936
42,34,27,5,0.973180418445447,15,-0.928
43,39,1,5,0.973180418445447,15,0.498
44,25,42,5,0.973180418445447,15,-0.156
45,44,14,5,0.973180418445447,15,0.907
46,29,20,5,0.973180418445447,15,0.728
47,7,41,5,0.973180418445447,15,-0.904
48,12,8,5,0.973180418445447,15,0.683
49,37,6,5,0.973180418445447,15,-0.729
