step,agent_id,alpha,x,y,sugar,metabolism,age,decision,target_x,target_y,target_alpha,collected,in_house,alive
0,13,-0.947,37,17,14.0,0.973180418445447,1,"1,(34,15)-START",34,15,,0,False,True
0,11,-0.295,39,8,14.0,0.973180418445447,1,"1,(36,5)-START",36,5,,0,False,True
0,31,0.059,0,29,14.0,0.973180418445447,1,2-STAY,,,,0,False,True
0,38,-0.035,36,5,17.0,0.973180418445447,1,"1,(36,6)-START",36,6,,3,False,True
0,23,-0.614,49,23,14.0,0.973180418445447,1,2-STAY,,,,0,False,True
0,1,-0.014,41,6,16.0,0.973180418445447,1,"1,(40,8)-START",40,8,,2,False,True
0,21,-0.189,42,40,15.0,0.973180418445447,1,"1,(40,40)-START",40,40,,1,False,True
0,41,-0.936,16,22,14.0,0.973180418445447,1,"1,(17,17)-START",17,17,,0,False,True
0,19,-0.155,0,23,14.0,0.973180418445447,1,2-STAY,,,,0,False,True
0,6,-0.887,11,8,14.0,0.973180418445447,1,"1,(10,9)-START",10,9,,0,False,True
0,44,-0.156,24,42,14.0,0.973180418445447,1,"1,(21,42)-START",21,42,,0,False,True
0,48,0.683,12,9,14.0,0.973180418445447,1,"1,(10,9)-START",10,9,,0,False,True
0,35,0.615,5,42,17.0,0.973180418445447,1,"1,(5,42)-START",,,,3,False,True
0,29,0.153,35,25,14.0,0.973180418445447,1,2-STAY,,,,0,False,True
0,28,0.138,44,27,14.0,0.973180418445447,1,2-STAY,,,,0,False,True
0,15,0.394,36,31,14.0,0.973180418445447,1,"1,(36,31)-START",,,,0,False,True
0,25,-0.671,41,36,14.0,0.973180418445447,1,"1,(41,37)-START",41,37,,0,False,True
0,33,-0.994,2,47,15.0,0.973180418445447,1,"1,(2,47)-START",,,,1,False,True
0,30,0.433,48,41,15.0,0.973180418445447,1,"1,(45,41)-START",45,41,,1,False,True
0,22,-0.482,26,38,14.0,0.973180418445447,1,"1,(25,42)-START",25,42,,0,False,True
0,10,0.797,1,36,14.0,0.973180418445447,1,"1,(2,40)-START",2,40,,0,False,True
0,18,-0.778,21,27,15.0,0.973180418445447,1,"1,(21,30)-START",21,30,,1,False,True
0,14,0.145,6,18,14.0,0.973180418445447,1,2-STAY,,,,0,False,True
0,49,-0.729,37,5,17.0,0.973180418445447,1,"1,(37,5)-START",,,,3,False,True
0,43,0.498,38,1,14.0,0.973180418445447,1,"1,(38,5)-START",38,5,,0,False,True
0,34,-0.265,40,21,14.0,0.973180418445447,1,"1,(40,21)-START",,,,0,False,True
