id,x,y,vision,metabolism,sugar,alpha
0,3,18,4,1.2800307334434837,15,-0.982
1,5,24,4,1.2800307334434837,15,0.027
2,9,22,4,1.2800307334434837,15,0.268
3,18,12,4,1.2800307334434837,15,0.532
4,21,10,4,1.2800307334434837,15,-0.283
5,10,26,4,1.2800307334434837,15,-0.435
6,5,3,4,1.2800307334434837,15,0.022
7,18,3,4,1.2800307334434837,15,-0.46
8,10,3,4,1.2800307334434837,15,0.886
9,26,9,4,1.2800307334434837,15,-0.93
10,12,3,4,1.2800307334434837,15,-0.045
11,29,6,4,1.2800307334434837,15,-0.623
12,8,23,4,1.2800307334434837,15,-0.504
13,1,1,4,1.2800307334434837,15,0.347
14,26,21,4,1.2800307334434837,15,-0.127
15,1,23,4,1.2800307334434837,15,0.427
16,23,27,4,1.2800307334434837,15,0.307
17,10,11,4,1.2800307334434837,15,0.661
18,20,14,4,1.2800307334434837,15,0.18
19,17,4,4,1.2800307334434837,15,-0.533
20,14,25,4,1.2800307334434837,15,0.473
21,11,19,4,1.2800307334434837,15,0.639
22,26,23,4,1.2800307334434837,15,-0.913
23,5,0,4,1.2800307334434837,15,-0.554
24,0,18,4,1.2800307334434837,15,0.507
25,20,17,4,1.2800307334434837,15,0.086
26,11,18,4,1.2800307334434837,15,-0.602
27,3,11,4,1.2800307334434837,15,-0.32
28,26,7,4,1.2800307334434837,15,0.213
29,1,13,4,1.2800307334434837,15,0.521
30,21,19,4,1.2800307334434837,15,-0.052
31,4,5,4,1.2800307334434837,15,0.865
32,23,26,4,1.2800307334434837,15,-0.989
33,20,9,4,1.2800307334434837,15,0.842
34,2,8,4,1.2800307334434837,15,-0.851
35,13,8,4,1.2800307334434837,15,-0.643
36,16,20,4,1.2800307334434837,15,0.356
37,27,26,4,1.2800307334434837,15,0.958
38,1,8,4,1.2800307334434837,15,-0.034
39,8,2,4,1.2800307334434837,15,0.993
40,24,27,4,1.2800307334434837,15,0.577
41,10,17,4,1.2800307334434837,15,0.595
42,2,9,4,1.2800307334434837,15,-0.018
43,12,12,4,1.2800307334434837,15,-0.396
44,28,14,4,1.2800307334434837,15,-0.854
45,8,4,4,1.2800307334434837,15,0.887
46,21,4,4,1.2800307334434837,15,-0.851
47,14,12,4,1.2800307334434837,15,0.302
48,29,14,4,1.2800307334434837,15,-0.832
49,28,18,4,1.2800307334434837,15,0.541
