step,agent_id,alpha,x,y,sugar,metabolism,age,decision,target_x,target_y,target_alpha,collected,in_house,alive
0,27,-0.239,12,5,17.9,1.0999915939565195,1,"1,(12,5)-START",,,,4,False,True
0,8,-0.787,7,4,17.9,1.0999915939565195,1,"1,(7,4)-START",,,,4,False,True
0,35,-0.455,10,11,15.9,1.0999915939565195,1,"1,(10,11)-START",,,,2,False,True
0,42,0.825,0,12,14.9,1.0999915939565195,1,"1,(0,12)-START",,,,1,False,True
0,0,0.566,1,2,14.9,1.0999915939565195,1,"1,(1,2)-START",,,,1,False,True
0,23,-0.728,15,5,18.9,1.0999915939565195,1,"1,(15,5)-START",,,,5,False,True
0,6,-0.781,16,19,14.9,1.0999915939565195,1,"1,(16,19)-START",,,,1,False,True
0,47,-0.886,4,6,17.9,1.0999915939565195,1,2-STAY,,,,4,False,True
0,45,-0.76,6,17,16.9,1.0999915939565195,1,"1,(6,17)-START",,,,3,False,True
0,3,0.949,2,11,15.9,1.0999915939565195,1,"1,(2,11)-START",,,,2,False,True
0,33,0.112,9,9,16.9,1.0999915939565195,1,2-STAY,,,,3,False,True
0,10,-0.633,15,12,17.9,1.0999915939565195,1,"1,(15,12)-START",,,,4,False,True
0,9,0.218,12,2,15.9,1.0999915939565195,1,"1,(12,2)-START",,,,2,False,True
0,12,0.167,5,3,17.9,1.0999915939565195,1,"1,(5,3)-START",,,,4,False,True
0,40,0.305,2,5,16.9,1.0999915939565195,1,"1,(2,5)-START",,,,3,False,True
0,1,-0.729,1,0,13.9,1.0999915939565195,1,2-STAY,,,,0,False,True
0,29,0.652,3,13,17.9,1.0999915939565195,1,"1,(3,13)-START",,,,4,False,True
0,24,0.561,12,16,16.9,1.0999915939565195,1,"1,(12,16)-START",,,,3,False,True
0,44,-0.824,16,12,16.9,1.0999915939565195,1,"1,(16,12)-START",,,,3,False,True
0,4,-0.688,15,11,16.9,1.0999915939565195,1,2-STAY,,,,3,False,True
0,32,-0.222,6,8,16.9,1.0999915939565195,1,"1,(6,8)-START",,,,3,False,True
0,48,0.417,18,4,15.9,1.0999915939565195,1,"1,(18,4)-START",,,,2,False,True
0,2,-0.341,10,16,15.9,1.0999915939565195,1,"1,(10,16)-START",,,,2,False,True
0,43,-0.963,5,1,15.9,1.0999915939565195,1,"1,(5,1)-START",,,,2,False,True
0,41,0.433,19,19,13.9,1.0999915939565195,1,2-STAY,,,,0,False,True
0,39,0.696,16,0,14.9,1.0999915939565195,1,"1,(16,0)-START",,,,1,False,True
0,28,-0.602,3,1,15.9,1.0999915939565195,1,2-STAY,,,,2,False,True
0,16,0.665,17,18,14.9,1.0999915939565195,1,"1,(17,18)-START",,,,1,False,True
0,13,-0.871,18,10,14.9,1.0999915939565195,1,"1,(18,10)-START",,,,1,False,True
0,20,0.322,12,19,14.9,1.0999915939565195,1,"1,(12,19)-START",,,,1,False,True
