id,x,y,vision,metabolism,sugar,alpha
0,15,19,1,0.929126270445708,15,-0.962
1,13,18,1,0.929126270445708,15,-0.255
2,27,17,1,0.929126270445708,15,0.773
3,13,12,1,0.929126270445708,15,-0.648
4,27,3,1,0.929126270445708,15,0.64
5,12,4,1,0.929126270445708,15,-0.809
6,16,26,1,0.929126270445708,15,-0.008
7,24,12,1,0.929126270445708,15,0.194
8,16,8,1,0.929126270445708,15,0.15
9,12,2,1,0.929126270445708,15,-0.902
10,1,5,1,0.929126270445708,15,0.884
11,26,5,1,0.929126270445708,15,-0.408
12,28,2,1,0.929126270445708,15,0.045
13,3,27,1,0.929126270445708,15,0.627
14,20,29,1,0.929126270445708,15,0.3
15,1,3,1,0.929126270445708,15,0.69
16,14,25,1,0.929126270445708,15,0.294
17,23,10,1,0.929126270445708,15,-0.34
18,21,22,1,0.929126270445708,15,-0.122
19,4,27,1,0.929126270445708,15,-0.84
20,10,1,1,0.929126270445708,15,0.753
21,8,11,1,0.929126270445708,15,0.457
22,21,19,1,0.929126270445708,15,-0.859
23,17,21,1,0.929126270445708,15,-0.773
24,15,28,1,0.929126270445708,15,0.558
25,11,22,1,0.929126270445708,15,-0.132
26,15,13,1,0.929126270445708,15,0.204
27,2,11,1,0.929126270445708,15,-0.746
28,2,27,1,0.929126270445708,15,0.33
29,4,18,1,0.929126270445708,15,0.615
30,3,22,1,0.929126270445708,15,0.07
31,14,18,1,0.929126270445708,15,-0.924
32,0,3,1,0.929126270445708,15,0.807
33,26,3,1,0.929126270445708,15,-0.748
34,0,24,1,0.929126270445708,15,0.808
35,28,24,1,0.929126270445708,15,-0.325
36,22,17,1,0.929126270445708,15,-0.004
37,29,24,1,0.929126270445708,15,0.406
38,26,10,1,0.929126270445708,15,0.714
39,22,1,1,0.929126270445708,15,-0.814
40,6,27,1,0.929126270445708,15,0.873
41,12,6,1,0.929126270445708,15,0.37
42,18,12,1,0.929126270445708,15,-0.479
43,18,13,1,0.929126270445708,15,0.825
44,10,12,1,0.929126270445708,15,-0.306
45,5,17,1,0.929126270445708,15,-0.644
46,26,6,1,0.929126270445708,15,0.412
47,1,21,1,0.929126270445708,15,-0.533
48,9,7,1,0.929126270445708,15,-0.309
49,24,6,1,0.929126270445708,15,0.96
