id,x,y,vision,metabolism,sugar,alpha
0,0,2,1,1.0999915939565195,15,0.566
1,1,0,1,1.0999915939565195,15,-0.729
2,9,16,1,1.0999915939565195,15,-0.341
3,2,12,1,1.0999915939565195,15,0.949
4,15,11,1,1.0999915939565195,15,-0.688
5,14,2,1,1.0999915939565195,15,-0.081
6,17,19,1,1.0999915939565195,15,-0.781
7,7,10,1,1.0999915939565195,15,0.013
8,8,4,1,1.0999915939565195,15,-0.787
9,11,2,1,1.0999915939565195,15,0.218
10,14,12,1,1.0999915939565195,15,-0.633
11,9,11,1,1.0999915939565195,15,0.546
12,6,3,1,1.0999915939565195,15,0.167
13,19,10,1,1.0999915939565195,15,-0.871
14,9,3,1,1.0999915939565195,15,-0.262
15,5,11,1,1.0999915939565195,15,0.06
16,18,18,1,1.0999915939565195,15,0.665
17,17,6,1,1.0999915939565195,15,-0.868
18,3,10,1,1.0999915939565195,15,-0.652
19,0,5,1,1.0999915939565195,15,0.734
20,12,18,1,1.0999915939565195,15,0.322
21,0,16,1,1.0999915939565195,15,0.299
22,1,6,1,1.0999915939565195,15,0.55
23,14,5,1,1.0999915939565195,15,-0.728
24,12,17,1,1.0999915939565195,15,0.561
25,8,15,1,1.0999915939565195,15,-0.245
26,4,12,1,1.0999915939565195,15,0.316
27,12,4,1,1.0999915939565195,15,-0.239
28,3,1,1,1.0999915939565195,15,-0.602
29,3,12,1,1.0999915939565195,15,0.652
30,8,19,1,1.0999915939565195,15,0.45
31,16,10,1,1.0999915939565195,15,-0.886
32,7,8,1,1.0999915939565195,15,-0.222
33,9,9,1,1.0999915939565195,15,0.112
34,7,0,1,1.0999915939565195,15,0.798
35,10,12,1,1.0999915939565195,15,-0.455
36,1,19,1,1.0999915939565195,15,0.989
37,16,15,1,1.0999915939565195,15,0.868
38,10,9,1,1.0999915939565195,15,0.279
39,17,0,1,1.0999915939565195,15,0.696
40,2,4,1,1.0999915939565195,15,0.305
41,19,19,1,1.0999915939565195,15,0.433
42,0,11,1,1.0999915939565195,15,0.825
43,5,0,1,1.0999915939565195,15,-0.963
44,17,12,1,1.0999915939565195,15,-0.824
45,7,17,1,1.0999915939565195,15,-0.76
46,11,0,1,1.0999915939565195,15,-0.182
47,4,6,1,1.0999915939565195,15,-0.886
48,19,4,1,1.0999915939565195,15,0.417
49,8,12,1,1.0999915939565195,15,0.253
