x,y,capacity
48,11,1
49,11,1
2,12,1
3,12,1
4,12,2
5,12,3
6,12,2
7,12,1
8,12,1
41,12,1
42,12,1
43,12,2
44,12,3
45,12,2
46,12,1
47,12,1
3,13,1
4,13,2
5,13,3
6,13,2
7,13,1
42,13,1
43,13,2
44,13,3
45,13,2
46,13,1
3,14,1
4,14,2
5,14,3
6,14,2
7,14,1
42,14,1
43,14,2
44,14,3
45,14,2
46,14,1
3,15,1
4,15,2
5,15,3
6,15,2
7,15,1
42,15,1
43,15,2
44,15,3
45,15,2
46,15,1
3,16,1
4,16,2
5,16,3
6,16,2
7,16,1
42,16,1
43,16,2
44,16,3
45,16,2
46,16,1
3,17,1
4,17,2
5,17,3
6,17,2
7,17,1
42,17,1
43,17,2
44,17,3
45,17,2
46,17,1
3,18,1
4,18,2
5,18,3
6,18,2
7,18,1
42,18,1
43,18,2
44,18,3
45,18,2
46,18,1
3,19,1
4,19,2
5,19,3
6,19,2
7,19,1
42,19,1
43,19,2
44,19,3
45,19,2
46,19,1
3,20,1
4,20,2
5,20,3
6,20,2
7,20,1
42,20,1
43,20,2
44,20,3
45,20,2
46,20,1
3,21,1
4,21,2
5,21,3
6,21,2
7,21,1
42,21,1
43,21,2
44,21,3
45,21,2
46,21,1
3,22,1
4,22,2
5,22,3
6,22,2
7,22,1
42,22,1
43,22,2
44,22,3
45,22,2
46,22,1
3,23,1
4,23,2
5,23,3
6,23,2
7,23,1
42,23,1
43,23,2
44,23,3
45,23,2
46,23,1
3,24,1
4,24,2
5,24,3
6,24,2
7,24,1
42,24,1
43,24,2
44,24,3
45,24,2
46,24,1
3,25,1
4,25,2
5,25,3
6,25,2
7,25,1
42,25,1
43,25,2
44,25,3
45,25,2
46,25,1
3,26,1
4,26,2
5,26,3
6,26,2
7,26,1
42,26,1
43,26,2
44,26,3
45,26,2
46,26,1
3,27,1
4,27,2
5,27,3
6,27,2
7,27,1
42,27,1
43,27,2
44,27,3
45,27,2
46,27,1
3,28,1
4,28,2
5,28,3
6,28,2
7,28,1
42,28,1
43,28,2
44,28,3
45,28,2
46,28,1
3,29,1
4,29,2
5,29,3
6,29,2
7,29,1
42,29,1
43,29,2
44,29,3
45,29,2
46,29,1
3,30,1
4,30,2
5,30,3
6,30,2
7,30,1
42,30,1
43,30,2
44,30,3
45,30,2
46,30,1
3,31,1
4,31,2
5,31,3
6,31,2
7,31,1
42,31,1
43,31,2
44,31,3
45,31,2
46,31,1
3,32,1
4,32,2
5,32,3
6,32,2
7,32,1
42,32,1
43,32,2
44,32,3
45,32,2
46,32,1
3,33,1
4,33,2
5,33,3
6,33,2
7,33,1
42,33,1
43,33,2
44,33,3
45,33,2
46,33,1
3,34,1
4,34,2
5,34,3
6,34,2
7,34,1
42,34,1
43,34,2
44,34,3
45,34,2
46,34,1
3,35,1
4,35,2
5,35,3
6,35,2
7,35,1
42,35,1
43,35,2
44,35,3
45,35,2
46,35,1
3,36,1
4,36,2
5,36,3
6,36,2
7,36,1
42,36,1
43,36,2
44,36,3
45,36,2
46,36,1
2,37,1
3,37,1
4,37,2
5,37,3
6,37,2
7,37,1
8,37,1
41,37,1
42,37,1
43,37,2
44,37,3
45,37,2
46,37,1
47,37,1
0,38,1
1,38,1
2,38,1
3,38,2
4,38,2
5,38,3
6,38,2
7,38,2
8,38,1
9,38,1
10,38,1
39,38,1
40,38,1
41,38,1
42,38,2
43,38,2
44,38,3
45,38,2
46,38,2
47,38,1
48,38,1
49,38,1
0,39,1
1,39,1
2,39,2
3,39,2
4,39,2
5,39,3
6,39,2
7,39,2
8,39,2
9,39,1
10,39,1
11,39,1
38,39,1
39,39,1
40,39,1
41,39,2
42,39,2
43,39,2
44,39,3
45,39,2
46,39,2
47,39,2
48,39,1
49,39,1
0,40,1
1,40,2
2,40,2
3,40,3
4,40,3
5,40,3
6,40,3
7,40,3
8,40,2
9,40,2
10,40,1
11,40,1
38,40,1
39,40,1
40,40,2
41,40,2
42,40,3
43,40,3
44,40,3
45,40,3
46,40,3
47,40,2
48,40,2
49,40,1
0,41,2
1,41,2
2,41,3
3,41,3
4,41,4
5,41,4
6,41,4
7,41,3
8,41,3
9,41,2
10,41,2
11,41,1
12,41,1
37,41,1
38,41,1
39,41,2
40,41,2
41,41,3
42,41,3
43,41,4
44,41,4
45,41,4
46,41,3
47,41,3
48,41,2
49,41,2
0,42,2
1,42,3
2,42,3
3,42,4
4,42,4
5,42,4
6,42,4
7,42,4
8,42,3
9,42,3
10,42,2
11,42,2
12,42,1
13,42,1
14,42,1
15,42,1
16,42,1
17,42,1
18,42,1
19,42,1
20,42,1
21,42,1
22,42,1
23,42,1
24,42,1
25,42,1
26,42,1
27,42,1
28,42,1
29,42,1
30,42,1
31,42,1
32,42,1
33,42,1
34,42,1
35,42,1
36,42,1
37,42,1
38,42,2
39,42,2
40,42,3
41,42,3
42,42,4
43,42,4
44,42,4
45,42,4
46,42,4
47,42,3
48,42,3
49,42,2
0,43,2
1,43,3
2,43,4
3,43,4
4,43,5
5,43,5
6,43,5
7,43,4
8,43,4
9,43,3
10,43,2
11,43,2
12,43,2
13,43,2
14,43,2
15,43,2
16,43,2
17,43,2
18,43,2
19,43,2
20,43,2
21,43,2
22,43,2
23,43,2
24,43,2
25,43,2
26,43,2
27,43,2
28,43,2
29,43,2
30,43,2
31,43,2
32,43,2
33,43,2
34,43,2
35,43,2
36,43,2
37,43,2
38,43,2
39,43,2
40,43,3
41,43,4
42,43,4
43,43,5
44,43,5
45,43,5
46,43,4
47,43,4
48,43,3
49,43,2
0,44,2
1,44,3
2,44,4
3,44,4
4,44,5
5,44,5
6,44,5
7,44,4
8,44,4
9,44,3
10,44,3
11,44,3
12,44,3
13,44,3
14,44,3
15,44,3
16,44,3
17,44,3
18,44,3
19,44,3
20,44,3
21,44,3
22,44,3
23,44,3
24,44,3
25,44,3
26,44,3
27,44,3
28,44,3
29,44,3
30,44,3
31,44,3
32,44,3
33,44,3
34,44,3
35,44,3
36,44,3
37,44,3
38,44,3
39,44,3
40,44,3
41,44,4
42,44,4
43,44,5
44,44,5
45,44,5
46,44,4
47,44,4
48,44,3
49,44,2
0,45,2
1,45,3
2,45,4
3,45,4
4,45,5
5,45,5
6,45,5
7,45,4
8,45,4
9,45,3
10,45,2
11,45,2
12,45,2
13,45,2
14,45,2
15,45,2
16,45,2
17,45,2
18,45,2
19,45,2
20,45,2
21,45,2
22,45,2
23,45,2
24,45,2
25,45,2
26,45,2
27,45,2
28,45,2
29,45,2
30,45,2
31,45,2
32,45,2
33,45,2
34,45,2
35,45,2
36,45,2
37,45,2
38,45,2
39,45,2
40,45,3
41,45,4
42,45,4
43,45,5
44,45,5
45,45,5
46,45,4
47,45,4
48,45,3
49,45,2
0,46,2
1,46,3
2,46,3
3,46,4
4,46,4
5,46,4
6,46,4
7,46,4
8,46,3
9,46,3
10,46,2
11,46,2
12,46,1
13,46,1
14,46,1
15,46,1
16,46,1
17,46,1
18,46,1
19,46,1
20,46,1
21,46,1
22,46,1
23,46,1
24,46,1
25,46,1
26,46,1
27,46,1
28,46,1
29,46,1
30,46,1
31,46,1
32,46,1
33,46,1
34,46,1
35,46,1
36,46,1
37,46,1
38,46,2
39,46,2
40,46,3
41,46,3
42,46,4
43,46,4
44,46,4
45,46,4
46,46,4
47,46,3
48,46,3
49,46,2
0,47,2
1,47,2
2,47,3
3,47,3
4,47,4
5,47,4
6,47,4
7,47,3
8,47,3
9,47,2
10,47,2
11,47,1
12,47,1
37,47,1
38,47,1
39,47,2
40,47,2
41,47,3
42,47,3
43,47,4
44,47,4
45,47,4
46,47,3
47,47,3
48,47,2
49,47,2
0,48,1
1,48,2
2,48,2
3,48,3
4,48,3
5,48,3
6,48,3
7,48,3
8,48,2
9,48,2
10,48,1
11,48,1
38,48,1
39,48,1
40,48,2
41,48,2
42,48,3
43,48,3
44,48,3
45,48,3
46,48,3
47,48,2
48,48,2
49,48,1
0,49,1
1,49,1
2,49,2
3,49,2
4,49,2
5,49,2
6,49,2
7,49,2
8,49,2
9,49,1
10,49,1
11,49,1
38,49,1
39,49,1
40,49,1
41,49,2
42,49,2
43,49,2
44,49,2
45,49,2
46,49,2
47,49,2
48,49,1
49,49,1
