step,agent_id,alpha,x,y,sugar,metabolism,age,decision,target_x,target_y,target_alpha,collected,in_house,alive
0,23,-0.032,15,18,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,19,0.661,9,17,0,1.757735522488605,0,"4,(9,18)",,,0.407,0,False,False
0,15,-0.765,15,15,15.2,1.757735522488605,1,"1,(15,15)-START",,,,2,False,True
0,25,0.964,19,14,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,48,0.678,17,18,13.2,1.757735522488605,1,"1,(15,18)-START",15,18,,0,False,True
0,45,0.199,14,2,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,22,0.812,8,7,28.2,1.757735522488605,1,"4,(9,8)-WIN",,,-0.037,0,False,True
0,47,0.476,8,2,28.2,1.757735522488605,1,"4,(8,1)-WIN",,,-0.044,0,False,True
0,11,0.367,14,0,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,5,0.232,5,11,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,7,-0.124,6,0,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,21,0.726,2,18,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,38,0.485,13,15,15.2,1.757735522488605,1,"1,(13,15)-START",,,,2,False,True
0,32,0.407,9,18,28.2,1.757735522488605,1,"4,(9,17)-FAIL",,,,0,False,True
0,20,-0.159,0,10,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,18,0.047,16,3,13.2,1.757735522488605,1,"1,(18,3)-START",18,3,,0,False,True
0,49,-0.628,8,13,13.2,1.757735522488605,1,"1,(6,13)-START",6,13,,0,False,True
0,24,-0.355,17,1,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,16,0.572,13,16,13.2,1.757735522488605,1,"1,(13,15)-START",13,15,,0,False,True
0,40,-0.216,1,4,13.2,1.757735522488605,1,"1,(0,3)-START",0,3,,0,False,True
0,3,-0.943,0,3,13.2,1.757735522488605,1,"4,(0,4)-FAIL",,,,0,False,True
0,29,-0.775,14,5,18.2,1.757735522488605,1,"1,(14,5)-START",,,,5,False,True
0,17,0.288,14,16,14.2,1.757735522488605,1,"1,(14,15)-START",14,15,,1,False,True
0,2,-0.192,12,8,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,12,0.956,13,6,16.2,1.757735522488605,1,"4,(13,5)-FAIL",,,,3,False,True
0,28,0.279,4,16,13.2,1.757735522488605,1,"1,(4,15)-START",4,15,,0,False,True
0,14,0.179,16,5,14.2,1.757735522488605,1,"1,(15,5)-START",15,5,,1,False,True
0,1,0.321,10,18,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,42,-0.343,12,17,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,31,0.001,18,16,13.2,1.757735522488605,1,"1,(17,17)-START",17,17,,0,False,True
0,13,-0.03,11,3,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,35,0.809,12,13,13.2,1.757735522488605,1,"1,(12,13)-START",,,,0,False,True
0,26,0.773,17,11,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,34,-0.721,0,8,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,43,-0.452,1,16,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,9,0.648,2,3,13.2,1.757735522488605,1,"1,(0,3)-START",0,3,,0,False,True
0,8,-0.974,5,14,18.2,1.757735522488605,1,"1,(5,14)-START",,,,5,False,True
0,30,0.452,4,13,15.2,1.757735522488605,1,"1,(6,13)-START",6,13,,2,False,True
0,37,0.105,18,10,26.5,1.757735522488605,1,"4,(17,11)-WIN",,,0.773,0,False,True
0,10,-0.65,18,3,13.2,1.757735522488605,1,"4,(17,3)-FAIL",,,,0,False,True
0,44,-0.421,10,0,13.2,1.757735522488605,1,2-STAY,,,,0,False,True
0,33,-0.044,14,14,18.2,1.757735522488605,1,"4,(14,15)-FAIL",,,,5,False,True
0,39,0.213,10,15,28.2,1.757735522488605,1,"4,(11,14)-WIN",,,0.571,0,False,True
0,0,0.047,15,17,13.2,1.757735522488605,1,"1,(14,16)-START",14,16,,0,False,True
0,46,-0.717,17,17,13.2,1.757735522488605,1,"4,(17,16)-FAIL",,,,0,False,True
0,41,-0.478,5,13,16.2,1.757735522488605,1,"1,(5,13)-START",,,,3,False,True
0,36,-0.36,11,10,13.2,1.757735522488605,1,"1,(11,10)-START",,,,0,False,True
1,30,0.452,3,13,13.5,1.757735522488605,2,TRAVELING,6,13,,0,False,True
1,35,0.809,12,13,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,2,-0.192,12,8,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,14,0.179,15,5,15.5,1.757735522488605,2,TRAVELING,,,,3,False,True
1,29,-0.775,14,4,19.5,1.757735522488605,2,"1,(14,4)-START",,,,3,False,True
1,40,-0.216,0,4,11.5,1.757735522488605,2,TRAVELING,0,3,,0,False,True
1,8,-0.974,6,14,19.5,1.757735522488605,2,"1,(6,14)-START",,,,3,False,True
1,43,-0.452,1,16,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,33,-0.044,15,14,19.5,1.757735522488605,2,"1,(15,14)-START",,,,3,False,True
1,18,0.047,17,3,11.5,1.757735522488605,2,TRAVELING,18,3,,0,False,True
1,45,0.199,14,2,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,13,-0.03,11,3,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,10,-0.65,18,3,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,1,0.321,10,18,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,11,0.367,14,0,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,37,0.105,18,10,24.7,1.757735522488605,2,2-STAY,,,,0,False,True
1,42,-0.343,12,17,24.7,1.757735522488605,2,"4,(13,16)-WIN",,,0.572,0,False,True
1,20,-0.159,0,10,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,24,-0.355,17,1,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,41,-0.478,5,14,15.5,1.757735522488605,2,"1,(5,15)-START",5,15,,1,False,True
1,7,-0.124,6,0,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,36,-0.36,10,10,14.5,1.757735522488605,2,"1,(10,10)-START",,,,3,False,True
1,46,-0.717,18,17,11.5,1.757735522488605,2,"1,(17,18)-START",17,18,,0,False,True
1,31,0.001,17,16,11.5,1.757735522488605,2,TRAVELING,17,17,,0,False,True
1,34,-0.721,0,8,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,25,0.964,19,14,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,44,-0.421,10,0,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,28,0.279,4,15,13.5,1.757735522488605,2,TRAVELING,,,,2,False,True
1,12,0.956,13,6,15.5,1.757735522488605,2,"4,(14,5)-FAIL",,,,1,False,True
1,49,-0.628,7,13,11.5,1.757735522488605,2,TRAVELING,6,13,,0,False,True
1,48,0.678,16,18,11.5,1.757735522488605,2,TRAVELING,15,18,,0,False,True
1,38,0.485,14,15,16.5,1.757735522488605,2,"1,(14,15)-START",,,,3,False,True
1,23,-0.032,14,18,11.5,1.757735522488605,2,"1,(15,17)-START",15,17,,0,False,True
1,5,0.232,5,11,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,47,0.476,8,2,26.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,39,0.213,10,14,29.5,1.757735522488605,2,"1,(10,14)-START",,,,3,False,True
1,9,0.648,1,3,11.5,1.757735522488605,2,TRAVELING,0,3,,0,False,True
1,21,0.726,2,18,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,22,0.812,7,7,29.5,1.757735522488605,2,"1,(7,7)-START",,,,3,False,True
1,0,0.047,14,17,11.5,1.757735522488605,2,TRAVELING,14,16,,0,False,True
1,3,-0.943,0,3,11.5,1.757735522488605,2,2-STAY,,,,0,False,True
1,17,0.288,15,16,12.5,1.757735522488605,2,TRAVELING,14,15,,0,False,True
1,15,-0.765,16,15,13.5,1.757735522488605,2,"1,(14,15)-START",14,15,,0,False,True
1,32,0.407,9,18,38.0,1.757735522488605,2,"4,(10,18)-WIN",,,0.321,0,False,True
2,15,-0.765,15,15,12.7,1.757735522488605,3,TRAVELING,14,15,,1,False,True
2,17,0.288,14,16,11.7,1.757735522488605,3,TRAVELING,14,15,,1,False,True
2,33,-0.044,14,14,18.7,1.757735522488605,3,"1,(14,15)-START",14,15,,1,False,True
2,9,0.648,2,3,9.7,1.757735522488605,3,TRAVELING,0,3,,0,False,True
2,8,-0.974,7,14,20.7,1.757735522488605,3,"1,(5,14)-START",5,14,,3,False,True
2,24,-0.355,17,1,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,12,0.956,14,6,16.7,1.757735522488605,3,"1,(14,6)-START",,,,3,False,True
2,49,-0.628,6,13,12.7,1.757735522488605,3,TRAVELING,,,,3,False,True
2,31,0.001,17,17,9.7,1.757735522488605,3,TRAVELING,,,,0,False,True
2,34,-0.721,0,8,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,0,0.047,15,17,9.7,1.757735522488605,3,TRAVELING,14,16,,0,False,True
2,43,-0.452,1,16,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,37,0.105,18,10,23.0,1.757735522488605,3,2-STAY,,,,0,False,True
2,29,-0.775,14,5,18.7,1.757735522488605,3,"1,(14,5)-START",,,,1,False,True
2,13,-0.03,11,3,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,32,0.407,9,18,36.2,1.757735522488605,3,2-STAY,,,,0,False,True
2,38,0.485,13,15,15.7,1.757735522488605,3,"1,(15,15)-START",15,15,,1,False,True
2,30,0.452,4,13,12.7,1.757735522488605,3,TRAVELING,6,13,,1,False,True
2,22,0.812,6,7,27.7,1.757735522488605,3,"1,(6,6)-START",6,6,,0,False,True
2,20,-0.159,0,10,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,7,-0.124,6,0,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,18,0.047,16,3,9.7,1.757735522488605,3,TRAVELING,18,3,,0,False,True
2,11,0.367,14,0,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,36,-0.36,9,10,15.7,1.757735522488605,3,"1,(9,10)-START",,,,3,False,True
2,3,-0.943,1,3,9.7,1.757735522488605,3,"1,(0,4)-START",0,4,,0,False,True
2,25,0.964,19,14,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,47,0.476,8,2,24.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,46,-0.717,18,18,9.7,1.757735522488605,3,TRAVELING,17,18,,0,False,True
2,39,0.213,11,14,30.7,1.757735522488605,3,"1,(11,14)-START",,,,3,False,True
2,42,-0.343,12,17,23.0,1.757735522488605,3,2-STAY,,,,0,False,True
2,40,-0.216,0,3,9.7,1.757735522488605,3,TRAVELING,,,,0,False,True
2,45,0.199,14,2,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,5,0.232,5,11,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
2,44,-0.421,10,0,9.7,1.757735522488605,3,2-STAY,,,,0,False,True
