id,x,y,vision,metabolism,sugar,alpha
0,14,43,4,1.783543075615619,15,0.113
1,9,22,4,1.783543075615619,15,0.651
2,22,20,4,1.783543075615619,15,-0.555
3,4,21,4,1.783543075615619,15,0.976
4,38,27,4,1.783543075615619,15,0.27
5,4,44,4,1.783543075615619,15,0.208
6,21,44,4,1.783543075615619,15,0.286
7,27,0,4,1.783543075615619,15,-0.546
8,17,27,4,1.783543075615619,15,0.4
9,6,12,4,1.783543075615619,15,0.822
10,17,44,4,1.783543075615619,15,0.162
11,8,17,4,1.783543075615619,15,0.246
12,34,37,4,1.783543075615619,15,-0.754
13,43,39,4,1.783543075615619,15,0.78
14,7,40,4,1.783543075615619,15,0.575
15,34,31,4,1.783543075615619,15,-0.146
16,33,34,4,1.783543075615619,15,0.635
17,8,31,4,1.783543075615619,15,0.141
18,33,19,4,1.783543075615619,15,-0.814
19,23,48,4,1.783543075615619,15,0.033
20,0,22,4,1.783543075615619,15,-0.982
21,37,43,4,1.783543075615619,15,-0.178
22,41,34,4,1.783543075615619,15,0.606
23,14,10,4,1.783543075615619,15,0.452
24,6,8,4,1.783543075615619,15,-0.488
25,15,21,4,1.783543075615619,15,-0.933
26,33,3,4,1.783543075615619,15,0.932
27,5,41,4,1.783543075615619,15,-0.526
28,16,33,4,1.783543075615619,15,-0.158
29,36,26,4,1.783543075615619,15,0.536
30,25,30,4,1.783543075615619,15,-0.822
31,7,23,4,1.783543075615619,15,-0.897
32,49,1,4,1.783543075615619,15,-0.865
33,42,40,4,1.783543075615619,15,0.133
34,19,20,4,1.783543075615619,15,0.711
35,34,41,4,1.783543075615619,15,0.368
36,31,5,4,1.783543075615619,15,-0.397
37,27,12,4,1.783543075615619,15,0.853
38,7,42,4,1.783543075615619,15,-0.824
39,10,8,4,1.783543075615619,15,-0.9
40,9,1,4,1.783543075615619,15,-0.378
41,47,22,4,1.783543075615619,15,-0.968
42,32,3,4,1.783543075615619,15,-0.518
43,45,19,4,1.783543075615619,15,0.395
44,1,9,4,1.783543075615619,15,-0.012
45,27,22,4,1.783543075615619,15,0.08
46,14,1,4,1.783543075615619,15,0.045
47,18,41,4,1.783543075615619,15,-0.329
48,24,20,4,1.783543075615619,15,-0.911
49,34,30,4,1.783543075615619,15,-0.431
