id,alpha,sugar,age,vision,metabolism,x,y
41,-0.489,624.3,200,1,1.016494833826007,22,26
47,-0.844,689.0,200,1,1.016494833826007,5,6
4,-0.724,1090.7,200,1,1.016494833826007,4,22
26,0.43,288.3,200,1,1.016494833826007,5,10
23,-0.852,1558.0,200,1,1.016494833826007,6,27
6,-0.463,623.6,200,1,1.016494833826007,21,7
17,0.085,274.8,200,1,1.016494833826007,4,26
44,0.297,378.4,200,1,1.016494833826007,25,27
10,-0.869,759.9,200,1,1.016494833826007,20,28
50,-0.515,223.0,184,1,1.016494833826007,18,22
