id,x,y,vision,metabolism,sugar,alpha
0,14,17,2,1.757735522488605,15,0.047
1,10,18,2,1.757735522488605,15,0.321
2,12,8,2,1.757735522488605,15,-0.192
3,0,3,2,1.757735522488605,15,-0.943
4,8,1,2,1.757735522488605,15,-0.044
5,5,11,2,1.757735522488605,15,0.232
6,11,14,2,1.757735522488605,15,0.571
7,6,0,2,1.757735522488605,15,-0.124
8,5,15,2,1.757735522488605,15,-0.974
9,1,3,2,1.757735522488605,15,0.648
10,18,3,2,1.757735522488605,15,-0.65
11,14,0,2,1.757735522488605,15,0.367
12,13,6,2,1.757735522488605,15,0.956
13,11,3,2,1.757735522488605,15,-0.03
14,17,5,2,1.757735522488605,15,0.179
15,14,15,2,1.757735522488605,15,-0.765
16,13,17,2,1.757735522488605,15,0.572
17,15,16,2,1.757735522488605,15,0.288
18,17,3,2,1.757735522488605,15,0.047
19,9,17,2,1.757735522488605,15,0.661
20,0,10,2,1.757735522488605,15,-0.159
21,2,18,2,1.757735522488605,15,0.726
22,8,7,2,1.757735522488605,15,0.812
23,15,18,2,1.757735522488605,15,-0.032
24,17,1,2,1.757735522488605,15,-0.355
25,19,14,2,1.757735522488605,15,0.964
26,17,11,2,1.757735522488605,15,0.773
27,9,8,2,1.757735522488605,15,-0.037
28,4,17,2,1.757735522488605,15,0.279
29,13,5,2,1.757735522488605,15,-0.775
30,5,13,2,1.757735522488605,15,0.452
31,17,16,2,1.757735522488605,15,0.001
32,9,18,2,1.757735522488605,15,0.407
33,14,14,2,1.757735522488605,15,-0.044
34,0,8,2,1.757735522488605,15,-0.721
35,12,12,2,1.757735522488605,15,0.809
36,12,10,2,1.757735522488605,15,-0.36
37,18,10,2,1.757735522488605,15,0.105
38,13,16,2,1.757735522488605,15,0.485
39,10,15,2,1.757735522488605,15,0.213
40,0,4,2,1.757735522488605,15,-0.216
41,6,13,2,1.757735522488605,15,-0.478
42,12,17,2,1.757735522488605,15,-0.343
43,1,16,2,1.757735522488605,15,-0.452
44,10,0,2,1.757735522488605,15,-0.421
45,14,2,2,1.757735522488605,15,0.199
46,17,17,2,1.757735522488605,15,-0.717
47,8,2,2,1.757735522488605,15,0.476
48,16,18,2,1.757735522488605,15,0.678
49,7,13,2,1.757735522488605,15,-0.628
