step,agent_id,alpha,x,y,sugar,metabolism,age,decision,target_x,target_y,target_alpha,collected,in_house,alive
0,22,-0.621,24,17,14.9,1.0999915939565195,1,"1,(24,17)-START",,,,1,False,True
0,24,0.144,10,4,15.9,1.0999915939565195,1,"1,(10,4)-START",,,,2,False,True
0,27,0.034,21,1,15.9,1.0999915939565195,1,"1,(21,1)-START",,,,2,False,True
0,28,-0.605,24,1,16.9,1.0999915939565195,1,"1,(24,1)-START",,,,3,False,True
0,32,0.704,17,24,16.9,1.0999915939565195,1,2-STAY,,,,3,False,True
0,40,-0.189,9,1,15.9,1.0999915939565195,1,"1,(9,1)-START",,,,2,False,True
0,17,-0.372,22,20,16.9,1.0999915939565195,1,"1,(22,20)-START",,,,3,False,True
0,11,-0.291,3,20,16.9,1.0999915939565195,1,"1,(3,20)-START",,,,3,False,True
0,21,0.665,19,18,15.9,1.0999915939565195,1,"1,(19,18)-START",,,,2,False,True
0,26,-0.192,27,8,16.9,1.0999915939565195,1,"1,(27,8)-START",,,,3,False,True
0,3,-0.341,9,16,13.9,1.0999915939565195,1,2-STAY,,,,0,False,True
0,16,0.433,7,20,16.9,1.0999915939565195,1,"1,(7,20)-START",,,,3,False,True
0,2,0.097,0,4,15.9,1.0999915939565195,1,2-STAY,,,,2,False,True
0,30,-0.119,2,11,14.9,1.0999915939565195,1,"1,(2,11)-START",,,,1,False,True
0,33,0.323,8,24,17.9,1.0999915939565195,1,"1,(8,24)-START",,,,4,False,True
0,47,-0.878,15,29,13.9,1.0999915939565195,1,2-STAY,,,,0,False,True
0,34,-0.233,5,25,18.9,1.0999915939565195,1,"1,(5,25)-START",,,,5,False,True
0,12,-0.329,2,20,15.9,1.0999915939565195,1,"1,(2,20)-START",,,,2,False,True
0,8,-0.781,17,18,15.9,1.0999915939565195,1,"1,(17,18)-START",,,,2,False,True
0,15,-0.77,6,25,18.9,1.0999915939565195,1,"1,(6,25)-START",,,,5,False,True
0,36,-0.894,1,4,16.9,1.0999915939565195,1,"1,(1,4)-START",,,,3,False,True
0,19,-0.634,11,18,16.9,1.0999915939565195,1,"1,(11,18)-START",,,,3,False,True
0,39,0.021,25,28,16.9,1.0999915939565195,1,"1,(25,28)-START",,,,3,False,True
0,37,0.652,3,11,15.9,1.0999915939565195,1,"1,(3,11)-START",,,,2,False,True
0,6,-0.069,4,15,13.9,1.0999915939565195,1,2-STAY,,,,0,False,True
0,48,-0.413,23,10,15.9,1.0999915939565195,1,"1,(23,10)-START",,,,2,False,True
0,29,0.877,6,11,15.9,1.0999915939565195,1,"1,(6,11)-START",,,,2,False,True
0,43,0.234,0,27,15.9,1.0999915939565195,1,"1,(0,27)-START",,,,2,False,True
0,44,0.983,29,27,15.9,1.0999915939565195,1,"1,(29,27)-START",,,,2,False,True
0,20,0.324,15,24,16.9,1.0999915939565195,1,"1,(15,24)-START",,,,3,False,True
0,31,0.521,5,5,18.9,1.0999915939565195,1,"1,(5,5)-START",,,,5,False,True
0,46,0.846,20,23,16.9,1.0999915939565195,1,"1,(20,23)-START",,,,3,False,True
0,7,0.498,2,14,13.9,1.0999915939565195,1,2-STAY,,,,0,False,True
0,14,0.546,9,10,15.9,1.0999915939565195,1,"1,(9,10)-START",,,,2,False,True
0,5,-0.043,11,22,15.9,1.0999915939565195,1,"1,(11,22)-START",,,,2,False,True
0,25,0.775,21,23,17.9,1.0999915939565195,1,"1,(21,23)-START",,,,4,False,True
0,35,-0.736,10,12,14.9,1.0999915939565195,1,"1,(10,12)-START",,,,1,False,True
0,42,-0.906,9,18,14.9,1.0999915939565195,1,"1,(9,18)-START",,,,1,False,True
0,49,0.96,12,17,16.9,1.0999915939565195,1,"1,(12,17)-START",,,,3,False,True
0,10,-0.45,24,23,18.9,1.0999915939565195,1,"1,(24,23)-START",,,,5,False,True
0,18,0.623,24,8,17.9,1.0999915939565195,1,"1,(24,8)-START",,,,4,False,True
0,23,0.483,11,3,15.9,1.0999915939565195,1,"1,(11,3)-START",,,,2,False,True
0,1,-0.891,20,25,16.9,1.0999915939565195,1,"1,(20,25)-START",,,,3,False,True
0,13,-0.633,26,12,14.9,1.0999915939565195,1,"1,(26,12)-START",,,,1,False,True
0,45,-0.219,27,21,16.9,1.0999915939565195,1,2-STAY,,,,3,False,True
0,38,0.228,9,20,16.9,1.0999915939565195,1,"1,(9,20)-START",,,,3,False,True
0,41,-0.009,7,12,14.9,1.0999915939565195,1,"1,(7,12)-START",,,,1,False,True
0,9,0.013,8,10,15.9,1.0999915939565195,1,"1,(8,10)-START",,,,2,False,True
0,4,0.525,22,28,16.9,1.0999915939565195,1,"1,(22,28)-START",,,,3,False,True
0,0,0.566,0,2,15.9,1.0999915939565195,1,2-STAY,,,,2,False,True
1,22,-0.621,24,17,14.8,1.0999915939565195,2,2-STAY,,,,1,False,True
1,49,0.96,11,17,17.8,1.0999915939565195,2,"1,(11,17)-START",,,,2,False,True
1,36,-0.894,2,4,19.8,1.0999915939565195,2,"1,(2,4)-START",,,,4,False,True
1,6,-0.069,4,15,12.8,1.0999915939565195,2,2-STAY,,,,0,False,True
1,20,0.324,14,24,18.8,1.0999915939565195,2,"1,(14,24)-START",,,,3,False,True
1,7,0.498,2,14,12.8,1.0999915939565195,2,2-STAY,,,,0,False,True
1,4,0.525,21,28,17.8,1.0999915939565195,2,"1,(21,28)-START",,,,2,False,True
1,37,0.652,4,11,16.8,1.0999915939565195,2,"1,(4,11)-START",,,,2,False,True
1,2,0.097,0,5,16.8,1.0999915939565195,2,"1,(0,5)-START",,,,2,False,True
1,25,0.775,21,22,19.8,1.0999915939565195,2,"1,(21,22)-START",,,,3,False,True
1,18,0.623,23,8,20.8,1.0999915939565195,2,"1,(23,8)-START",,,,4,False,True
1,33,0.323,7,24,20.8,1.0999915939565195,2,"1,(7,24)-START",,,,4,False,True
1,11,-0.291,4,20,18.8,1.0999915939565195,2,"1,(4,20)-START",,,,3,False,True
1,9,0.013,8,11,15.8,1.0999915939565195,2,"1,(8,11)-START",,,,1,False,True
1,8,-0.781,17,17,17.8,1.0999915939565195,2,"1,(17,17)-START",,,,3,False,True
1,39,0.021,25,27,19.8,1.0999915939565195,2,"1,(25,27)-START",,,,4,False,True
1,46,0.846,20,24,18.8,1.0999915939565195,2,"1,(20,24)-START",,,,3,False,True
1,44,0.983,28,27,16.8,1.0999915939565195,2,"1,(28,27)-START",,,,2,False,True
1,34,-0.233,5,24,22.8,1.0999915939565195,2,"1,(5,24)-START",,,,5,False,True
1,28,-0.605,24,2,19.8,1.0999915939565195,2,"1,(24,2)-START",,,,4,False,True
1,0,0.566,0,2,15.8,1.0999915939565195,2,2-STAY,,,,1,False,True
1,45,-0.219,27,21,16.8,1.0999915939565195,2,2-STAY,,,,1,False,True
1,17,-0.372,21,20,17.8,1.0999915939565195,2,"1,(21,20)-START",,,,2,False,True
1,27,0.034,22,1,17.8,1.0999915939565195,2,"1,(22,1)-START",,,,3,False,True
1,19,-0.634,10,18,17.8,1.0999915939565195,2,"1,(10,18)-START",,,,2,False,True
1,15,-0.77,6,24,22.8,1.0999915939565195,2,"1,(6,24)-START",,,,5,False,True
1,13,-0.633,26,11,15.8,1.0999915939565195,2,"1,(26,11)-START",,,,2,False,True
1,3,-0.341,9,16,12.8,1.0999915939565195,2,2-STAY,,,,0,False,True
1,24,0.144,10,5,17.8,1.0999915939565195,2,"1,(10,5)-START",,,,3,False,True
1,30,-0.119,2,10,15.8,1.0999915939565195,2,"1,(2,10)-START",,,,2,False,True
1,48,-0.413,23,9,17.8,1.0999915939565195,2,"1,(23,9)-START",,,,3,False,True
1,32,0.704,17,24,16.8,1.0999915939565195,2,2-STAY,,,,1,False,True
1,21,0.665,18,18,17.8,1.0999915939565195,2,"1,(18,18)-START",,,,3,False,True
1,26,-0.192,26,8,18.8,1.0999915939565195,2,"1,(26,8)-START",,,,3,False,True
1,38,0.228,10,20,17.8,1.0999915939565195,2,"1,(10,20)-START",,,,2,False,True
1,41,-0.009,7,12,14.8,1.0999915939565195,2,2-STAY,,,,1,False,True
1,40,-0.189,8,1,16.8,1.0999915939565195,2,"1,(8,1)-START",,,,2,False,True
1,35,-0.736,10,12,14.8,1.0999915939565195,2,2-STAY,,,,1,False,True
1,16,0.433,6,20,18.8,1.0999915939565195,2,"1,(6,20)-START",,,,3,False,True
1,1,-0.891,21,25,19.8,1.0999915939565195,2,"1,(21,25)-START",,,,4,False,True
1,14,0.546,10,10,17.8,1.0999915939565195,2,"1,(10,10)-START",,,,3,False,True
1,43,0.234,0,26,16.8,1.0999915939565195,2,"1,(0,26)-START",,,,2,False,True
1,23,0.483,10,3,16.8,1.0999915939565195,2,"1,(10,3)-START",,,,2,False,True
1,31,0.521,4,5,22.8,1.0999915939565195,2,"1,(4,5)-START",,,,5,False,True
1,29,0.877,5,11,16.8,1.0999915939565195,2,"1,(5,11)-START",,,,2,False,True
1,10,-0.45,25,23,22.8,1.0999915939565195,2,"1,(25,23)-START",,,,5,False,True
1,47,-0.878,15,29,12.8,1.0999915939565195,2,2-STAY,,,,0,False,True
1,42,-0.906,9,18,14.8,1.0999915939565195,2,2-STAY,,,,1,False,True
1,12,-0.329,2,21,17.8,1.0999915939565195,2,"1,(2,21)-START",,,,3,False,True
1,5,-0.043,10,22,16.8,1.0999915939565195,2,"1,(10,22)-START",,,,2,False,True
2,32,0.704,16,24,18.7,1.0999915939565195,3,"1,(16,24)-START",,,,3,False,True
2,16,0.433,6,21,21.7,1.0999915939565195,3,"1,(6,21)-START",,,,4,False,True
2,28,-0.605,24,3,22.7,1.0999915939565195,3,"1,(24,3)-START",,,,4,False,True
2,11,-0.291,4,21,21.7,1.0999915939565195,3,"1,(4,21)-START",,,,4,False,True
2,41,-0.009,7,12,13.7,1.0999915939565195,3,2-STAY,,,,0,False,True
2,0,0.566,0,3,16.7,1.0999915939565195,3,"1,(0,3)-START",,,,2,False,True
