id,x,y,vision,metabolism,sugar,alpha
0,0,2,1,1.0999915939565195,15,0.566
1,20,26,1,1.0999915939565195,15,-0.891
2,0,4,1,1.0999915939565195,15,0.097
3,9,16,1,1.0999915939565195,15,-0.341
4,22,29,1,1.0999915939565195,15,0.525
5,12,22,1,1.0999915939565195,15,-0.043
6,4,15,1,1.0999915939565195,15,-0.069
7,2,14,1,1.0999915939565195,15,0.498
8,17,19,1,1.0999915939565195,15,-0.781
9,7,10,1,1.0999915939565195,15,0.013
10,24,22,1,1.0999915939565195,15,-0.45
11,3,19,1,1.0999915939565195,15,-0.291
12,2,19,1,1.0999915939565195,15,-0.329
13,27,12,1,1.0999915939565195,15,-0.633
14,9,11,1,1.0999915939565195,15,0.546
15,6,26,1,1.0999915939565195,15,-0.77
16,7,19,1,1.0999915939565195,15,0.433
17,22,21,1,1.0999915939565195,15,-0.372
18,24,9,1,1.0999915939565195,15,0.623
19,11,17,1,1.0999915939565195,15,-0.634
20,16,24,1,1.0999915939565195,15,0.324
21,20,18,1,1.0999915939565195,15,0.665
22,23,17,1,1.0999915939565195,15,-0.621
23,12,3,1,1.0999915939565195,15,0.483
24,10,5,1,1.0999915939565195,15,0.144
25,21,22,1,1.0999915939565195,15,0.775
26,27,9,1,1.0999915939565195,15,-0.192
27,21,0,1,1.0999915939565195,15,0.034
28,23,1,1,1.0999915939565195,15,-0.605
29,7,11,1,1.0999915939565195,15,0.877
30,2,12,1,1.0999915939565195,15,-0.119
31,5,4,1,1.0999915939565195,15,0.521
32,17,24,1,1.0999915939565195,15,0.704
33,8,23,1,1.0999915939565195,15,0.323
34,4,25,1,1.0999915939565195,15,-0.233
35,9,12,1,1.0999915939565195,15,-0.736
36,1,3,1,1.0999915939565195,15,-0.894
37,3,12,1,1.0999915939565195,15,0.652
38,8,20,1,1.0999915939565195,15,0.228
39,26,28,1,1.0999915939565195,15,0.021
40,10,1,1,1.0999915939565195,15,-0.189
41,8,12,1,1.0999915939565195,15,-0.009
42,9,17,1,1.0999915939565195,15,-0.906
43,0,28,1,1.0999915939565195,15,0.234
44,29,28,1,1.0999915939565195,15,0.983
45,27,21,1,1.0999915939565195,15,-0.219
46,19,23,1,1.0999915939565195,15,0.846
47,15,29,1,1.0999915939565195,15,-0.878
48,24,10,1,1.0999915939565195,15,-0.413
49,13,17,1,1.0999915939565195,15,0.96
