id,x,y,vision,metabolism,sugar,alpha
0,7,17,4,1.783543075615619,15,-0.83
1,4,11,4,1.783543075615619,15,0.651
2,11,10,4,1.783543075615619,15,-0.555
3,2,10,4,1.783543075615619,15,0.976
4,19,13,4,1.783543075615619,15,0.27
5,2,19,4,1.783543075615619,15,0.65
6,13,0,4,1.783543075615619,15,-0.546
7,8,13,4,1.783543075615619,15,0.4
8,3,6,4,1.783543075615619,15,0.822
9,8,18,4,1.783543075615619,15,-0.08
10,8,19,4,1.783543075615619,15,-0.581
11,18,3,4,1.783543075615619,15,-0.176
12,19,3,4,1.783543075615619,15,0.706
13,17,15,4,1.783543075615619,15,-0.146
14,16,17,4,1.783543075615619,15,0.635
15,4,15,4,1.783543075615619,15,0.141
16,16,9,4,1.783543075615619,15,-0.814
17,11,16,4,1.783543075615619,15,-0.7
18,11,0,4,1.783543075615619,15,0.809
19,13,15,4,1.783543075615619,15,0.957
20,17,7,4,1.783543075615619,15,-0.675
21,4,8,4,1.783543075615619,15,-0.248
22,7,10,4,1.783543075615619,15,-0.933
23,16,1,4,1.783543075615619,15,0.932
24,2,7,4,1.783543075615619,15,0.365
25,8,16,4,1.783543075615619,15,-0.158
26,18,13,4,1.783543075615619,15,0.536
27,12,15,4,1.783543075615619,15,-0.822
28,3,11,4,1.783543075615619,15,-0.897
29,0,2,4,1.783543075615619,15,-0.113
30,18,0,4,1.783543075615619,15,-0.385
31,11,17,4,1.783543075615619,15,0.29
32,16,15,4,1.783543075615619,15,-0.822
33,5,13,4,1.783543075615619,15,-0.607
34,3,2,4,1.783543075615619,15,-0.978
35,4,1,4,1.783543075615619,15,0.964
36,0,9,4,1.783543075615619,15,0.372
37,5,16,4,1.783543075615619,15,-0.894
38,18,9,4,1.783543075615619,15,0.395
39,0,4,4,1.783543075615619,15,-0.012
40,13,11,4,1.783543075615619,15,0.08
41,7,0,4,1.783543075615619,15,0.045
42,9,10,4,1.783543075615619,15,0.812
43,10,1,4,1.783543075615619,15,-0.709
44,15,9,4,1.783543075615619,15,-0.748
45,3,10,4,1.783543075615619,15,0.7
46,17,3,4,1.783543075615619,15,-0.801
47,2,0,4,1.783543075615619,15,-0.787
48,15,14,4,1.783543075615619,15,-0.5
49,19,7,4,1.783543075615619,15,0.975
