id,x,y,vision,metabolism,sugar,alpha
0,9,29,1,1.016494833826007,15,0.467
1,40,34,1,1.016494833826007,15,0.009
2,38,18,1,1.016494833826007,15,0.147
3,25,1,1,1.016494833826007,15,-0.503
4,8,6,1,1.016494833826007,15,-0.154
5,24,20,1,1.016494833826007,15,0.545
6,17,41,1,1.016494833826007,15,-0.203
7,39,39,1,1.016494833826007,15,-0.895
8,26,44,1,1.016494833826007,15,0.089
9,39,13,1,1.016494833826007,15,0.299
10,4,36,1,1.016494833826007,15,-0.49
11,38,34,1,1.016494833826007,15,-0.363
12,31,14,1,1.016494833826007,15,-0.348
13,37,27,1,1.016494833826007,15,0.92
14,31,44,1,1.016494833826007,15,0.404
15,48,24,1,1.016494833826007,15,-0.461
16,49,44,1,1.016494833826007,15,0.096
17,34,9,1,1.016494833826007,15,-0.977
18,5,19,1,1.016494833826007,15,-0.874
19,44,44,1,1.016494833826007,15,-0.252
20,42,3,1,1.016494833826007,15,-0.126
21,20,4,1,1.016494833826007,15,-0.049
22,48,27,1,1.016494833826007,15,-0.404
23,30,10,1,1.016494833826007,15,-0.477
24,21,6,1,1.016494833826007,15,-0.794
25,26,31,1,1.016494833826007,15,0.71
26,41,5,1,1.016494833826007,15,0.9
27,38,4,1,1.016494833826007,15,0.294
28,14,15,1,1.016494833826007,15,-0.186
29,33,36,1,1.016494833826007,15,0.743
30,42,11,1,1.016494833826007,15,-0.256
31,6,39,1,1.016494833826007,15,0.701
32,7,11,1,1.016494833826007,15,0.187
33,48,38,1,1.016494833826007,15,0.972
34,5,16,1,1.016494833826007,15,0.559
35,23,45,1,1.016494833826007,15,0.353
36,33,46,1,1.016494833826007,15,-0.731
37,42,7,1,1.016494833826007,15,0.532
38,29,36,1,1.016494833826007,15,-0.741
39,42,24,1,1.016494833826007,15,0.224
40,16,32,1,1.016494833826007,15,-0.778
41,38,36,1,1.016494833826007,15,-0.373
42,27,46,1,1.016494833826007,15,0.297
43,33,34,1,1.016494833826007,15,0.46
44,15,0,1,1.016494833826007,15,-0.547
45,31,28,1,1.016494833826007,15,-0.481
46,35,1,1,1.016494833826007,15,0.905
47,46,44,1,1.016494833826007,15,0.633
48,16,7,1,1.016494833826007,15,-0.123
49,1,30,1,1.016494833826007,15,0.185
