step,agent_id,alpha,x,y,sugar,metabolism,age,decision,target_x,target_y,target_alpha,collected,in_house,alive
0,24,-0.794,21,5,17.0,1.016494833826007,1,"1,(21,5)-START",,,,3,False,True
0,32,0.187,7,11,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,4,-0.154,8,5,17.0,1.016494833826007,1,"1,(8,5)-START",,,,3,False,True
0,20,-0.126,42,2,16.0,1.016494833826007,1,"1,(42,2)-START",,,,2,False,True
0,11,-0.363,38,34,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,21,-0.049,20,5,17.0,1.016494833826007,1,"1,(20,5)-START",,,,3,False,True
0,47,0.633,45,44,18.0,1.016494833826007,1,"1,(45,44)-START",,,,4,False,True
0,1,0.009,40,34,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,12,-0.348,31,14,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,31,0.701,5,39,15.0,1.016494833826007,1,"1,(5,39)-START",,,,1,False,True
0,34,0.559,5,16,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,30,-0.256,42,11,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,3,-0.503,25,1,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,39,0.224,42,24,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,45,-0.481,31,28,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,18,-0.874,5,19,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,0,0.467,9,29,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,42,0.297,27,46,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,49,0.185,1,30,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,41,-0.373,37,36,15.0,1.016494833826007,1,"1,(37,36)-START",,,,1,False,True
0,15,-0.461,48,24,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,26,0.9,42,5,17.0,1.016494833826007,1,"1,(42,5)-START",,,,3,False,True
0,23,-0.477,30,10,14.0,1.016494833826007,1,2-STAY,,,,0,False,True
0,8,0.089,27,44,17.0,1.016494833826007,1,"1,(27,44)-START",,,,3,False,True
