x,y,capacity
7,17,1
15,17,1
16,17,2
17,17,3
18,17,2
19,17,1
30,17,1
31,17,2
32,17,3
33,17,2
34,17,1
42,17,1
43,17,2
44,17,3
45,17,2
46,17,1
3,18,1
4,18,2
5,18,3
6,18,2
7,18,1
16,18,1
17,18,2
18,18,3
19,18,2
20,18,1
29,18,1
30,18,2
31,18,3
32,18,2
33,18,1
42,18,1
43,18,2
44,18,3
45,18,2
46,18,1
3,19,1
4,19,2
5,19,3
6,19,2
7,19,1
17,19,1
18,19,2
19,19,3
20,19,2
21,19,1
28,19,1
29,19,2
30,19,3
31,19,2
32,19,1
42,19,1
43,19,2
44,19,3
45,19,2
46,19,1
3,20,1
4,20,2
5,20,3
6,20,2
7,20,1
18,20,1
19,20,2
20,20,3
21,20,2
22,20,1
27,20,1
28,20,2
29,20,3
30,20,2
31,20,1
42,20,1
43,20,2
44,20,3
45,20,2
46,20,1
3,21,1
4,21,2
5,21,3
6,21,2
7,21,1
19,21,1
20,21,2
21,21,3
22,21,2
23,21,1
26,21,1
27,21,2
28,21,3
29,21,2
30,21,1
42,21,1
43,21,2
44,21,3
45,21,2
46,21,1
3,22,1
4,22,2
5,22,3
6,22,2
7,22,1
20,22,1
21,22,2
22,22,3
23,22,2
24,22,1
25,22,1
26,22,2
27,22,3
28,22,2
29,22,1
42,22,1
43,22,2
44,22,3
45,22,2
46,22,1
3,23,1
4,23,2
5,23,3
6,23,2
7,23,1
21,23,1
22,23,2
23,23,3
24,23,2
25,23,2
26,23,3
27,23,2
28,23,1
42,23,1
43,23,2
44,23,3
45,23,2
46,23,1
3,24,1
4,24,2
5,24,3
6,24,2
7,24,1
22,24,1
23,24,2
24,24,3
25,24,3
26,24,2
27,24,1
42,24,1
43,24,2
44,24,3
45,24,2
46,24,1
3,25,1
4,25,2
5,25,3
6,25,2
7,25,1
22,25,1
23,25,2
24,25,3
25,25,3
26,25,2
27,25,1
42,25,1
43,25,2
44,25,3
45,25,2
46,25,1
3,26,1
4,26,2
5,26,3
6,26,2
7,26,1
21,26,1
22,26,2
23,26,3
24,26,2
25,26,2
26,26,3
27,26,2
28,26,1
42,26,1
43,26,2
44,26,3
45,26,2
46,26,1
3,27,1
4,27,2
5,27,3
6,27,2
7,27,1
20,27,1
21,27,2
22,27,3
23,27,2
24,27,1
25,27,1
26,27,2
27,27,3
28,27,2
29,27,1
42,27,1
43,27,2
44,27,3
45,27,2
46,27,1
3,28,1
4,28,2
5,28,3
6,28,2
7,28,1
19,28,1
20,28,2
21,28,3
22,28,2
23,28,1
26,28,1
27,28,2
28,28,3
29,28,2
30,28,1
42,28,1
43,28,2
44,28,3
45,28,2
46,28,1
3,29,1
4,29,2
5,29,3
6,29,2
7,29,1
18,29,1
19,29,2
20,29,3
21,29,2
22,29,1
27,29,1
28,29,2
29,29,3
30,29,2
31,29,1
42,29,1
43,29,2
44,29,3
45,29,2
46,29,1
3,30,1
4,30,2
5,30,3
6,30,2
7,30,1
17,30,1
18,30,2
19,30,3
20,30,2
21,30,1
28,30,1
29,30,2
30,30,3
31,30,2
32,30,1
42,30,1
43,30,2
44,30,3
45,30,2
46,30,1
3,31,1
4,31,2
5,31,3
6,31,2
7,31,1
16,31,1
17,31,2
18,31,3
19,31,2
20,31,1
29,31,1
30,31,2
31,31,3
32,31,2
33,31,1
42,31,1
43,31,2
44,31,3
45,31,2
46,31,1
3,32,1
4,32,2
5,32,3
6,32,2
7,32,1
15,32,1
16,32,2
17,32,3
18,32,2
19,32,1
30,32,1
31,32,2
32,32,3
33,32,2
34,32,1
42,32,1
43,32,2
44,32,3
45,32,2
46,32,1
3,33,1
4,33,2
5,33,3
6,33,2
7,33,1
14,33,1
15,33,2
16,33,3
17,33,2
18,33,1
31,33,1
32,33,2
33,33,3
34,33,2
35,33,1
42,33,1
43,33,2
44,33,3
45,33,2
46,33,1
3,34,1
4,34,2
5,34,3
6,34,2
7,34,1
13,34,1
14,34,2
15,34,3
16,34,2
17,34,1
32,34,1
33,34,2
34,34,3
35,34,2
36,34,1
42,34,1
43,34,2
44,34,3
45,34,2
46,34,1
3,35,1
4,35,2
5,35,3
6,35,2
7,35,1
12,35,1
13,35,2
14,35,3
15,35,2
16,35,1
33,35,1
34,35,2
35,35,3
36,35,2
37,35,1
42,35,1
43,35,2
44,35,3
45,35,2
46,35,1
3,36,1
4,36,2
5,36,3
6,36,2
7,36,1
11,36,1
12,36,2
13,36,3
14,36,2
15,36,1
34,36,1
35,36,2
36,36,3
37,36,2
38,36,1
42,36,1
43,36,2
44,36,3
45,36,2
46,36,1
2,37,1
3,37,1
4,37,2
5,37,3
6,37,2
7,37,1
8,37,1
10,37,1
11,37,2
12,37,3
13,37,2
14,37,1
35,37,1
36,37,2
37,37,3
38,37,2
39,37,1
41,37,1
42,37,1
43,37,2
44,37,3
45,37,2
46,37,1
47,37,1
0,38,1
1,38,1
2,38,1
3,38,2
4,38,2
5,38,3
6,38,2
7,38,2
8,38,1
9,38,1
10,38,2
11,38,3
12,38,2
13,38,1
36,38,1
37,38,2
38,38,3
39,38,2
40,38,1
41,38,1
42,38,2
43,38,2
44,38,3
45,38,2
46,38,2
47,38,1
48,38,1
49,38,1
0,39,1
1,39,1
2,39,2
3,39,2
4,39,2
5,39,3
6,39,2
7,39,2
8,39,2
9,39,2
10,39,3
11,39,2
12,39,1
37,39,1
38,39,2
39,39,3
40,39,2
41,39,2
42,39,2
43,39,2
44,39,3
45,39,2
46,39,2
47,39,2
48,39,1
49,39,1
0,40,1
1,40,2
2,40,2
3,40,3
4,40,3
5,40,3
6,40,3
7,40,3
8,40,2
9,40,3
10,40,2
11,40,1
38,40,1
39,40,2
40,40,3
41,40,2
42,40,3
43,40,3
44,40,3
45,40,3
46,40,3
47,40,2
48,40,2
49,40,1
0,41,2
1,41,2
2,41,3
3,41,3
4,41,4
5,41,4
6,41,4
7,41,3
8,41,3
9,41,2
10,41,2
11,41,1
12,41,1
37,41,1
38,41,1
39,41,2
40,41,2
41,41,3
42,41,3
43,41,4
44,41,4
45,41,4
46,41,3
47,41,3
48,41,2
49,41,2
0,42,2
1,42,3
2,42,3
3,42,4
4,42,4
5,42,4
6,42,4
7,42,4
8,42,3
9,42,3
10,42,2
11,42,2
12,42,1
37,42,1
38,42,2
39,42,2
40,42,3
41,42,3
42,42,4
43,42,4
44,42,4
45,42,4
46,42,4
47,42,3
48,42,3
49,42,2
0,43,2
1,43,3
2,43,4
3,43,4
4,43,5
5,43,5
6,43,5
7,43,4
8,43,4
9,43,3
10,43,2
11,43,2
12,43,1
37,43,1
38,43,2
39,43,2
40,43,3
41,43,4
42,43,4
43,43,5
44,43,5
45,43,5
46,43,4
47,43,4
48,43,3
49,43,2
0,44,2
1,44,3
2,44,4
3,44,4
4,44,5
5,44,5
6,44,5
7,44,4
8,44,4
9,44,3
10,44,2
11,44,2
12,44,1
13,44,1
36,44,1
37,44,1
38,44,2
39,44,2
40,44,3
41,44,4
42,44,4
43,44,5
44,44,5
45,44,5
46,44,4
47,44,4
48,44,3
49,44,2
0,45,2
1,45,3
2,45,4
3,45,4
4,45,5
5,45,5
6,45,5
7,45,4
8,45,4
9,45,3
10,45,2
11,45,2
12,45,1
37,45,1
38,45,2
39,45,2
40,45,3
41,45,4
42,45,4
43,45,5
44,45,5
45,45,5
46,45,4
47,45,4
48,45,3
49,45,2
0,46,2
1,46,3
2,46,3
3,46,4
4,46,4
5,46,4
6,46,4
7,46,4
8,46,3
9,46,3
10,46,2
11,46,2
12,46,1
37,46,1
38,46,2
39,46,2
40,46,3
41,46,3
42,46,4
43,46,4
44,46,4
45,46,4
46,46,4
47,46,3
48,46,3
49,46,2
0,47,2
1,47,2
2,47,3
3,47,3
4,47,4
5,47,4
6,47,4
7,47,3
8,47,3
9,47,2
10,47,2
11,47,1
12,47,1
37,47,1
38,47,1
39,47,2
40,47,2
41,47,3
42,47,3
43,47,4
44,47,4
45,47,4
46,47,3
47,47,3
48,47,2
49,47,2
0,48,1
1,48,2
2,48,2
3,48,3
4,48,3
5,48,3
6,48,3
7,48,3
8,48,2
9,48,2
10,48,1
11,48,1
38,48,1
39,48,1
40,48,2
41,48,2
42,48,3
43,48,3
44,48,3
45,48,3
46,48,3
47,48,2
48,48,2
49,48,1
0,49,1
1,49,1
2,49,2
3,49,2
4,49,2
5,49,2
6,49,2
7,49,2
8,49,2
9,49,1
10,49,1
11,49,1
38,49,1
39,49,1
40,49,1
41,49,2
42,49,2
43,49,2
44,49,2
45,49,2
46,49,2
47,49,2
48,49,1
49,49,1
