id,alpha,sugar,age,vision,metabolism,x,y
53,0.071,114.6,122,3,0.5937877680754614,5,25
7,0.375,135.6,200,3,0.5937877680754614,6,24
23,0.039,109.2,200,3,0.5937877680754614,3,24
41,0.461,474.4,200,3,0.5937877680754614,5,6
0,-0.163,122.2,200,3,0.5937877680754614,5,24
52,-0.051,109.7,137,3,0.5937877680754614,7,24
26,0.971,286.1,200,3,0.5937877680754614,5,12
25,-0.24,608.3,200,3,0.5937877680754614,23,6
10,0.83,740.1,200,3,0.5937877680754614,24,25
54,0.416,144.7,24,3,0.5937877680754614,4,24
