step,agent_id,alpha,x,y,sugar,metabolism,age,decision,target_x,target_y,target_alpha,collected,in_house,alive
0,29,-0.371,36,46,14.3,0.6669966022485205,1,"1,(36,46)-START",,,,0,False,True
0,35,0.019,13,8,14.3,0.6669966022485205,1,"1,(9,8)-START",9,8,,0,False,True
0,43,0.537,47,17,14.3,0.6669966022485205,1,"1,(43,17)-START",43,17,,0,False,True
0,12,-0.842,8,24,14.3,0.6669966022485205,1,"1,(10,23)-START",10,23,,0,False,True
0,49,0.218,41,32,14.3,0.6669966022485205,1,"1,(41,31)-START",41,31,,0,False,True
0,40,-0.497,28,33,14.3,0.6669966022485205,1,"1,(28,33)-START",,,,0,False,True
0,44,-0.413,21,7,14.3,0.6669966022485205,1,2-STAY,,,,0,False,True
0,37,0.255,6,9,17.3,0.6669966022485205,1,"1,(5,13)-START",5,13,,3,False,True
0,39,0.192,25,24,17.3,0.6669966022485205,1,"1,(25,24)-START",,,,3,False,True
0,42,0.77,6,43,19.3,0.6669966022485205,1,"1,(2,43)-START",2,43,,5,False,True
0,14,-0.615,22,36,14.3,0.6669966022485205,1,"1,(22,38)-START",22,38,,0,False,True
0,47,-0.643,33,48,14.3,0.6669966022485205,1,"1,(36,45)-START",36,45,,0,False,True
0,22,0.068,41,10,16.3,0.6669966022485205,1,"1,(41,10)-START",,,,2,False,True
0,30,-0.209,40,31,14.3,0.6669966022485205,1,"1,(40,32)-START",40,32,,0,False,True
0,11,-0.081,1,46,17.3,0.6669966022485205,1,"1,(1,46)-START",,,,3,False,True
0,18,0.668,28,40,14.3,0.6669966022485205,1,"1,(27,37)-START",27,37,,0,False,True
0,6,-0.155,9,44,17.3,0.6669966022485205,1,"1,(5,44)-START",5,44,,3,False,True
0,13,0.237,19,40,14.3,0.6669966022485205,1,"1,(17,40)-START",17,40,,0,False,True
0,16,0.97,48,18,14.3,0.6669966022485205,1,"1,(44,18)-START",44,18,,0,False,True
0,8,-0.796,47,21,14.3,0.6669966022485205,1,"1,(43,21)-START",43,21,,0,False,True
0,32,0.49,7,15,15.3,0.6669966022485205,1,"1,(5,13)-START",5,13,,1,False,True
0,27,-0.198,3,20,15.3,0.6669966022485205,1,"1,(3,20)-START",,,,1,False,True
0,46,-0.473,45,46,18.3,0.6669966022485205,1,"1,(41,46)-START",41,46,,4,False,True
0,21,-0.857,42,41,17.3,0.6669966022485205,1,"1,(42,41)-START",,,,3,False,True
0,25,-0.351,13,43,14.3,0.6669966022485205,1,"1,(9,43)-START",9,43,,0,False,True
0,4,-0.102,26,14,14.3,0.6669966022485205,1,2-STAY,,,,0,False,True
0,28,0.826,3,13,15.3,0.6669966022485205,1,"1,(5,13)-START",5,13,,1,False,True
0,17,-0.24,13,6,14.3,0.6669966022485205,1,"1,(9,6)-START",9,6,,0,False,True
0,24,0.376,18,40,14.3,0.6669966022485205,1,"1,(18,40)-START",,,,0,False,True
0,2,0.122,37,1,14.3,0.6669966022485205,1,"1,(35,0)-START",35,0,,0,False,True
0,26,-0.888,48,49,15.3,0.6669966022485205,1,"1,(44,49)-START",44,49,,1,False,True
0,41,0.361,36,0,14.3,0.6669966022485205,1,"1,(36,1)-START",36,1,,0,False,True
0,45,-0.994,9,29,14.3,0.6669966022485205,1,"1,(5,29)-START",5,29,,0,False,True
0,5,0.518,16,0,14.3,0.6669966022485205,1,"1,(12,0)-START",12,0,,0,False,True
0,36,-0.906,5,47,18.3,0.6669966022485205,1,"1,(5,47)-START",,,,4,False,True
0,3,0.403,44,41,18.3,0.6669966022485205,1,"1,(40,41)-START",40,41,,4,False,True
0,15,0.323,4,2,18.3,0.6669966022485205,1,2-STAY,,,,4,False,True
0,19,-0.289,9,23,14.3,0.6669966022485205,1,"1,(5,23)-START",5,23,,0,False,True
0,48,-0.403,5,40,17.3,0.6669966022485205,1,"1,(5,40)-START",,,,3,False,True
0,7,-0.569,16,9,14.3,0.6669966022485205,1,"1,(12,9)-START",12,9,,0,False,True
0,1,-0.535,4,13,16.3,0.6669966022485205,1,"1,(4,13)-START",,,,2,False,True
0,31,-0.714,42,29,15.3,0.6669966022485205,1,"1,(42,29)-START",,,,1,False,True
0,20,0.404,41,17,14.3,0.6669966022485205,1,"1,(41,17)-START",,,,0,False,True
0,38,0.193,42,27,15.3,0.6669966022485205,1,"1,(42,27)-START",,,,1,False,True
0,0,-0.936,37,27,14.3,0.6669966022485205,1,2-STAY,,,,0,False,True
0,33,0.494,34,16,16.3,0.6669966022485205,1,2-STAY,,,,2,False,True
0,34,-0.201,28,37,14.3,0.6669966022485205,1,"1,(29,33)-START",29,33,,0,False,True
0,10,-0.471,22,39,14.3,0.6669966022485205,1,"1,(22,39)-START",,,,0,False,True
0,23,-0.075,14,10,14.3,0.6669966022485205,1,"1,(10,10)-START",10,10,,0,False,True
0,9,-0.282,24,6,14.3,0.6669966022485205,1,2-STAY,,,,0,False,True
1,8,-0.796,46,21,14.7,0.6669966022485205,2,TRAVELING,43,21,,1,False,True
1,20,0.404,40,17,13.7,0.6669966022485205,2,"1,(36,15)-START",36,15,,0,False,True
1,2,0.122,36,1,13.7,0.6669966022485205,2,TRAVELING,35,0,,0,False,True
