id,x,y,vision,metabolism,sugar,alpha
0,3,9,3,1.1265367845598036,15,0.615
1,9,1,3,1.1265367845598036,15,0.798
2,2,4,3,1.1265367845598036,15,-0.457
3,4,6,3,1.1265367845598036,15,0.985
4,13,2,3,1.1265367845598036,15,0.226
5,4,1,3,1.1265367845598036,15,0.846
6,5,10,3,1.1265367845598036,15,-0.496
7,10,3,3,1.1265367845598036,15,-0.177
8,0,10,3,1.1265367845598036,15,-0.366
9,12,16,3,1.1265367845598036,15,0.321
10,19,8,3,1.1265367845598036,15,0.186
11,1,15,3,1.1265367845598036,15,0.819
12,6,11,3,1.1265367845598036,15,-0.688
13,0,7,3,1.1265367845598036,15,-0.0
14,19,13,3,1.1265367845598036,15,-0.412
15,13,12,3,1.1265367845598036,15,0.671
16,4,18,3,1.1265367845598036,15,-0.089
17,2,17,3,1.1265367845598036,15,-0.231
18,16,19,3,1.1265367845598036,15,0.805
19,19,17,3,1.1265367845598036,15,0.317
20,16,9,3,1.1265367845598036,15,-0.364
21,5,5,3,1.1265367845598036,15,-0.98
22,8,1,3,1.1265367845598036,15,-0.198
23,3,0,3,1.1265367845598036,15,0.248
24,18,11,3,1.1265367845598036,15,0.239
25,14,14,3,1.1265367845598036,15,-0.599
26,8,7,3,1.1265367845598036,15,0.29
27,16,7,3,1.1265367845598036,15,-0.012
28,4,0,3,1.1265367845598036,15,0.195
29,8,15,3,1.1265367845598036,15,-0.81
30,19,6,3,1.1265367845598036,15,0.57
31,2,2,3,1.1265367845598036,15,0.385
32,12,19,3,1.1265367845598036,15,-0.673
33,14,12,3,1.1265367845598036,15,0.299
34,8,12,3,1.1265367845598036,15,0.533
35,12,5,3,1.1265367845598036,15,0.42
36,0,2,3,1.1265367845598036,15,-0.358
37,13,7,3,1.1265367845598036,15,-0.357
38,14,18,3,1.1265367845598036,15,-0.568
39,17,0,3,1.1265367845598036,15,0.362
40,18,1,3,1.1265367845598036,15,0.735
41,1,7,3,1.1265367845598036,15,0.817
42,7,7,3,1.1265367845598036,15,-0.876
43,2,19,3,1.1265367845598036,15,0.574
44,18,9,3,1.1265367845598036,15,0.627
45,14,16,3,1.1265367845598036,15,0.677
46,12,18,3,1.1265367845598036,15,-0.894
47,12,14,3,1.1265367845598036,15,0.488
48,1,12,3,1.1265367845598036,15,-0.508
49,12,1,3,1.1265367845598036,15,-0.833
